OBJECTID,Forest_Product_Type,Name,Status,From_,Directions_1,Directions_2,Directions_3,Directions_4,ADM_UNIT_CD,GIS_Acres,GlobalID,created_user,created_date,last_edited_user,last_edited_date,stip_document,Shape__Area,Shape__Length
1221,Fuelwood,Kremmling ACEC,closed,,,,,,CON02000,,{D8B65E2F-D99D-445C-AEE2-4E18C5DCF468},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,247303.540429,2241.77307322269
1222,Fuelwood,Deer Creek,closed,,,,,,CON02000,,{403A66CD-4C8D-4B5C-9A16-BEEF321F8359},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,111034.793226185,1832.78102262421
1223,Fuelwood,Strawberry,closed,,,,,,CON02000,,{07354146-2041-4D16-B88C-326017D90221},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,71223.593775465,1850.1403536233
1224,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{239F173D-4020-4995-A545-04B5CF13FEA2},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,4305.58547896,360.056275644577
1225,Christmas Tree,Wolford SRMA,closed,,,,,,CON02000,,{DC39F045-D759-43A3-919F-17C301D3FACD},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,100834466.544897,114066.282622283
1226,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{B403493D-AF3C-4E6C-B107-B316767874CB},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,15993.39129609,551.330420919667
1227,Christmas Tree,North Sand Hills SRMA,closed,,,,,,CON02000,,{F91F6D66-9DA6-4FF5-AEE3-E3B18D867698},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,3113759.57611975,9695.21790819957
1228,Fuelwood,North Sand Hills SRMA,closed,,,,,,CON02000,,{0A6C3DFD-E0F2-494F-A5FD-D7FDBE930995},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,3113759.57611975,9695.21790819957
1229,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{8E760DE4-9D0B-4D59-9447-31DEC1355BF2},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,36662.282906,796.441559759378
1230,Christmas Tree,Deer Creek,closed,,,,,,CON02000,,{E6119BA0-279F-4B01-B3AA-9B123209DB85},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,16094.93620552,1199.05399247751
1231,Fuelwood,Strawberry,closed,,,,,,CON02000,,{95F949E6-9D6C-4562-A5C2-1010855542D8},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,97713.55031136,2317.54403883249
1232,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{ED0DECDA-12A4-490D-A946-BEE2FFFA36CE},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,141228.8493297,2470.73272831492
1233,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{EC3EDA12-D27A-4E93-8E14-0FA73D3FE1C7},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,22099.376965075,712.724050012237
1234,Fuelwood,Wolford SRMA,closed,,,,,,CON02000,,{31AFEBE9-8B9E-4267-8E7C-99322B837D9A},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,100834466.544897,114066.282622283
1235,Fuelwood,Barger Gulch ACEC,closed,,,,,,CON02000,,{473ADA10-0E83-465D-A4F4-BBCDEEE46808},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,2163097.67904874,7872.94339209872
1236,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{D402D61E-12BF-44AC-910F-A5AAEEC2F146},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,230553.981067965,3120.65173310428
1237,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{3C81EFA8-1DF0-4431-A2F5-016BABE72888},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,126508.070898755,2640.0721491481
1238,Fuelwood,Kremmling Cretaceous Ammonite Locality ACEC,closed,,,,,,CON02000,,{D6D9A31B-FB23-45E1-A9C0-4CCC13049082},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,802162.617075,4771.82571277095
1239,Christmas Tree,Sheep Mountain,closed,,,,,,CON02000,,{9DB25DD9-BCE1-413F-9D97-79AC78737D8C},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,3064.97151699,400.614257905183
1240,Christmas Tree,Troublesome WSA,closed,,,,,,CON02000,,{A4BD0399-2926-4D1C-9520-C6921118F528},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,33014457.4030725,42219.6174199089
1241,Fuelwood,North Park Natural Area ACEC,closed,,,,,,CON02000,,{F1610CA9-54F4-4E14-98EB-0AF5FA4C91E4},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,13387481.1824195,30282.8805472806
1242,Fuelwood,North Sand HIlls ISA/North Sand Hills ACEC,closed,,,,,,CON02000,,{4098F4ED-AFC9-4958-85A6-B4205FA586CD},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,1963794.04707016,5971.29423525508
1243,Fuelwood,Sheep Mountain,closed,,,,,,CON02000,,{BF4D0981-FAC2-41EF-8CE9-0564190E99D4},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,18651.2987043,680.165562573199
1244,Christmas Tree,Laramie River ACEC,closed,,,,,,CON02000,,{9AF5C2B7-3B20-4208-9429-0AF9F8549DCA},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,7216403.09553779,20826.7716328015
1245,Fuelwood,Strawberry,closed,,,,,,CON02000,,{74378403-07D7-444D-8C6E-D1135AE0DAEA},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,5.727784115,34.2506802258234
1246,Fuelwood,North Park Natural Area ACEC,closed,,,,,,CON02000,,{272AB3A5-EF14-4B45-9011-0B56E3214A5C},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,1285537.69239531,5828.13166989566
1247,Fuelwood,Strawberry,closed,,,,,,CON02000,,{A2A97E38-2BB0-4A21-A5F5-9058115817AF},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,76332.155910635,1628.05712448614
1248,Fuelwood,Laramie River ACEC,closed,,,,,,CON02000,,{EC1C408D-D3C7-4285-B868-137FA5DEF1BF},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,7216403.09553779,20826.7716328015
1249,Fuelwood,Kinney Creek ACEC,closed,,,,,,CON02000,,{E802B56B-242E-45A6-A379-DFC6FF236656},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,2377492.40381861,7882.99243620049
1250,Fuelwood,North Park Natural Area ACEC,closed,,,,,,CON02000,,{E77B3972-F2A0-45BB-AC92-49472CCB9E88},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,3310773.93885834,7713.06031304835
1251,Christmas Tree,Strawberry,closed,,,,,,CON02000,,{771E35E6-608C-4AD6-AC9A-74FA7669A6FA},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,5.727784115,34.2506802258234
1252,Christmas Tree,Troublesome Creek ACEC,closed,,,,,,CON02000,,{BC285404-42FA-4BBE-AAE5-E7DE5ECF99D9},NDOVGAN,2020/12/07 22:51:09+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,4039590.60570512,10905.6946739066
1253,Fuelwood,North Sand HIlls ISA/North Sand Hills ACEC,closed,,,,,,CON02000,,{4B746856-64D7-4314-828A-C61B0AD5975B},NDOVGAN,2020/12/07 21:45:00+00,NDOVGAN,2020/12/10 14:50:17+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,0.0227486,27.4115633477141
1254,Fuelwood,East owl mountain,closed,,,,,,CON02000,,{5CFF47EB-1175-4FA9-BADA-F9C31CD78193},NDOVGAN,2020/12/08 20:07:38+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,621947.81754722,6181.96896545197
1255,Fuelwood,East owl mountain,closed,,,,,,CON02000,,{9A7021C9-FD30-49E1-BDDD-E5269028AF19},NDOVGAN,2020/12/08 20:07:38+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,23511.39975532,972.304193897413
1256,Fuelwood,East owl mountain,closed,,,,,,CON02000,,{FFF7F209-1640-49B1-9BD2-F54195EAC185},NDOVGAN,2020/12/08 20:07:38+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,77425.796135285,1340.86972024482
1257,Fuelwood,East owl mountain,closed,,,,,,CON02000,,{CBB87D71-0D0C-4553-B1C5-9C76D4C262E2},NDOVGAN,2020/12/08 20:07:38+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,272335.897193675,2663.72381123544
1258,Christmas Tree,East owl mountain,closed,,,,,,CON02000,,{0780917C-D023-4585-84DD-A4B487B58492},NDOVGAN,2020/12/08 20:04:24+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,23511.39975532,972.304193897413
1259,Fuelwood,East owl mountain,closed,,,,,,CON02000,,{038AAEC6-E538-4C86-B454-CA89A7EFD990},NDOVGAN,2020/12/08 20:07:38+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,22861.687507295,965.365578748822
1260,Fuelwood,East owl mountain,closed,,,,,,CON02000,,{DDDCFF47-AFD6-46CE-AE1E-4F0F911A4B8B},NDOVGAN,2020/12/08 20:07:38+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,103607.63572741,1330.04149406369
1261,Fuelwood,East owl mountain,closed,,,,,,CON02000,,{6812F1C0-FA9A-4BBC-8F4C-515469BE533E},NDOVGAN,2020/12/08 20:07:38+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,107019.394945775,1737.5765430578
1262,Christmas Tree,East owl mountain,closed,,,,,,CON02000,,{CCF9113F-CB68-40B1-A3A4-E93FD0212EF4},NDOVGAN,2020/12/08 20:04:24+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,44074.18474648,1291.10183437865
1263,Christmas Tree,East owl mountain,closed,,,,,,CON02000,,{635DD36B-2A6F-4A91-936E-35156A811E98},NDOVGAN,2020/12/08 20:04:24+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,107019.394945775,1737.5765430578
1264,Christmas Tree,East owl mountain,closed,,,,,,CON02000,,{CEB796C6-B53A-488A-8ED6-B4C57560090C},NDOVGAN,2020/12/08 20:04:24+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,272335.897193675,2663.72381123544
1265,Christmas Tree,East owl mountain,closed,,,,,,CON02000,,{2DE62140-33AA-4EBD-92F5-4444EA870D53},NDOVGAN,2020/12/08 20:04:24+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,103607.63572741,1330.04149406369
1266,Fuelwood,East owl mountain,closed,,,,,,CON02000,,{4A7005FA-046C-45B3-B473-8CA8F7E6AC7D},NDOVGAN,2020/12/08 20:07:38+00,NDOVGAN,2020/12/10 14:50:18+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Fuelwood_Stipulations.pdf,44074.18474648,1291.10183437865
1267,Christmas Tree,East owl mountain,closed,,,,,,CON02000,,{E81DF021-701C-454C-B14E-018BD0E60F83},NDOVGAN,2020/12/08 20:04:24+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,621947.81754722,6181.96896545197
1268,Christmas Tree,East owl mountain,closed,,,,,,CON02000,,{D5E90C63-AB14-4144-9628-44BD685240B9},NDOVGAN,2020/12/08 20:04:24+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,22861.687507295,965.365578748822
1269,Christmas Tree,East owl mountain,closed,,,,,,CON02000,,{C06E164E-FBE1-49D0-B322-22EAF0C4F7E1},NDOVGAN,2020/12/08 20:04:24+00,NDOVGAN,2020/12/10 14:43:25+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,77425.796135285,1340.86972024482
1270,Christmas Tree,Christmas_area6,recommended,,,,,,CON05000,,{7410723D-B24E-48DD-A308-E36CDC172CEA},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,6285308.40647914,11288.1840398248
1271,Christmas Tree,Cross Mountain WSA,closed,,,,,,CON01000,14292.47543442,{51ECB576-9C6D-4D4D-9A4E-8AFB4932CC39},NDOVGAN,2020/12/10 23:44:14+00,NDOVGAN,2020/12/10 23:45:12+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=398,57839596.0037893,45111.9628047176
1272,Christmas Tree,Little Yampa Canyon SRMA,closed,,,,,,CON01000,27926.07781392,{F7073F21-C77B-4832-BBCC-1ECEB5EEEAD8},NDOVGAN,2020/12/10 23:44:14+00,NDOVGAN,2020/12/10 23:45:12+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=398,113012827.353691,142508.25291347
1273,Christmas Tree,Vermillion Basin,closed,,,,,,CON01000,,{C1173431-300D-43CB-8E00-09F9FCDCAD23},NDOVGAN,2020/12/10 23:44:14+00,NDOVGAN,2020/12/10 23:45:13+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=398,311937062.948797,233453.508549013
1274,Christmas Tree,Christmas_area5 ,recommended,,,,,,CON05000,,{87990350-2266-4EBA-A61A-95AEFD575D59},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,335853.5782027,2507.377533397
1275,Christmas Tree,Christmas_area7,recommended,,,,,,CON05000,,{EC959E34-A6BD-4F91-9BCC-6C23EC4AA2C1},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,804461.655706795,5671.51713452208
1276,Christmas Tree,Christmas_area9,recommended,,,,,,CON05000,,{C6CE86F5-75EB-46F0-90C5-357D13F465FC},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,1769452.82820842,6491.35872712974
1277,Christmas Tree,Christmas_area13,recommended,,,,,,CON05000,,{D6D974C4-77D9-42C9-ACB3-54DDC400F405},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,531119.2833896,4887.15589324026
1278,Christmas Tree,Christmas_area,recommended,,,,,,CON05000,,{65C0A827-2CB1-400D-9C96-CE5CDFA33535},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,1397827.5536147,6286.7973087369
1279,Christmas Tree,Dinosaur North,closed,,,,,,CON01000,,{11438249-3A4E-4E62-82EA-C41C8342CA16},NDOVGAN,2020/12/10 23:44:14+00,NDOVGAN,2020/12/10 23:45:12+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=398,184630742.911864,188988.582704158
1280,Christmas Tree,Christmas_area8,recommended,,,,,,CON05000,,{5C7CCB21-F0A9-47A0-9938-5D84F9569C13},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,2173470.98088542,15515.2845155014
1281,Christmas Tree,Christmas_area4,recommended,,,,,,CON05000,,{B74913CD-9B07-4F53-99FB-626876FAE889},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,308334.63620431,2659.32636884499
1282,Christmas Tree,Christmas_area10,recommended,,,,,,CON05000,,{37B9ECD1-9C6D-4832-A2B0-89176205F61D},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,591325.684289515,3902.49197405921
1283,Fuelwood,Cold Spring Mountain,closed,,,,,,CON01000,,{2CC40F18-3B5F-4B26-BD5E-7FC7422F036A},NDOVGAN,2020/12/10 23:33:51+00,NDOVGAN,2020/12/10 23:40:35+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=400,123295407.295418,82773.7850485051
1284,Fuelwood,Dinosaur North,closed,,,,,,CON01000,,{6E2A1FB3-86C8-40C5-AEFC-5847D7325565},NDOVGAN,2020/12/10 23:33:51+00,NDOVGAN,2020/12/10 23:40:35+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=400,184630742.911864,188988.582704158
1285,Christmas Tree,Diamond Breaks,closed,,,,,,CON01000,,{2C36D372-6EB3-48FF-9BF1-33320861D0F6},NDOVGAN,2020/12/10 23:44:14+00,NDOVGAN,2020/12/10 23:45:12+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=398,144732346.620679,91896.3677636215
1286,Christmas Tree,Irish Canyon,closed,,,,,,CON01000,,{77AD26AF-84F9-432B-AC0D-AAB3AAEB31B2},NDOVGAN,2020/12/10 23:44:14+00,NDOVGAN,2020/12/10 23:45:12+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=398,48265206.5853907,61508.9033609537
1287,Christmas Tree,West Cold Springs WSA,closed,,,,,,CON01000,18038.20400367,{D0C50CAD-99B8-402E-A4E7-2661F3929BC3},NDOVGAN,2020/12/10 23:44:14+00,NDOVGAN,2020/12/10 23:45:12+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=398,72998021.7208226,54657.2858456592
1288,Christmas Tree,Cedar Mountain SRMA,closed,,,,,,CON01000,903.91409176,{60C69F47-265D-4E0D-8685-8595B6A36BFA},NDOVGAN,2020/12/10 23:44:14+00,NDOVGAN,2020/12/10 23:45:12+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=398,3658010.547532,9775.99518131284
1289,Fuelwood,Irish Canyon,closed,,,,,,CON01000,,{2FA6ACC1-1B78-44D9-A553-6C3CB27316E7},NDOVGAN,2020/12/10 23:33:51+00,NDOVGAN,2020/12/10 23:40:35+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=400,48265206.5853907,61508.9033609537
1290,Christmas Tree,Cold Spring Mountain,closed,,,,,,CON01000,,{6221600A-E7A5-4CF9-AE9A-F0153CB8AF65},NDOVGAN,2020/12/10 23:44:14+00,NDOVGAN,2020/12/10 23:45:12+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=398,123295407.295418,82773.7850485051
1291,Christmas Tree,Christmas_area1,recommended,,,,,,CON05000,,{4BF72EC3-9B9C-442F-8C5B-DB7002AE1992},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,4737153.80498626,10047.8118045381
1292,Christmas Tree,Christmas_area14,recommended,,,,,,CON05000,,{6243760D-E077-4D89-9D35-BBE07FA8653B},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,1265217.11371936,4397.04488492664
1293,Fuelwood,Poncha Pass Timber Salvage,closed,,,,,,COF03000,249.08316428,{111F4097-D680-47BD-B4C7-0CEB6CE6FCC0},DSIMON,2020/12/10 15:34:21+00,DSIMON,2020/12/10 15:39:24+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=408,1008003.80309149,10210.1893905099
1294,Fuelwood,Diamond Breaks,closed,,,,,,CON01000,,{2C9BD446-C441-4CFE-A817-390C7ACDB8AC},NDOVGAN,2020/12/10 23:33:51+00,NDOVGAN,2020/12/10 23:40:35+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=400,144732346.620679,91896.3677636215
1295,Fuelwood,Vermillion Basin,closed,,,,,,CON01000,,{BA6AB138-A280-45C6-AD9E-828A2978B358},NDOVGAN,2020/12/10 23:33:51+00,NDOVGAN,2020/12/10 23:40:35+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=400,311937062.948797,233453.508549013
1296,Christmas Tree,Christmas_area3,recommended,,,,,,CON05000,,{8198F49A-0D96-4B09-875B-FCBE7A4084EC},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,479153.114306345,3057.9969398328
1297,Christmas Tree,Christmas_area1,recommended,,,,,,CON05000,,{72558C88-E203-444E-AA19-6B1E3D52ACDA},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,9233.530838095,1286.98527973656
1298,Christmas Tree,Juniper Mountain SRMA,closed,,,,,,CON01000,1776.16734634,{37B4CEE9-3C31-4B43-BDB2-E10204F547CD},NDOVGAN,2020/12/10 23:44:14+00,NDOVGAN,2020/12/10 23:45:12+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=398,7187894.23280107,14260.8055546974
1299,Christmas Tree,Christmas_area12,recommended,,,,,,CON05000,,{7A43B74F-1010-4601-BDAA-21BBC952CEFD},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,811577.688596815,6099.32351515279
1300,Christmas Tree,Christmas_area11,recommended,,,,,,CON05000,,{3C0775B2-A981-4029-85A0-2EB8A9222BB7},NDOVGAN,2020/12/10 23:08:09+00,NDOVGAN,2020/12/10 23:11:59+00,https://forestproducts.blm.gov/miscapi/GetAttachment?attachmentid=383,807760.155551775,5786.30086866954
1301,Fuelwood,East owl mountain 2,closed,,,,,,CON02000,,{8BB48A85-BD7E-498B-889F-B25906006684},NDOVGAN,2021/11/03 20:37:43+00,NDOVGAN,2021/11/03 20:37:56+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,145221.108046575,1980.24587239014
1302,Fuelwood,East owl mountain 2,closed,,,,,,CON02000,,{F2BE8C18-9CAF-4FA3-9EC6-A2DC888A54DA},NDOVGAN,2021/11/03 20:37:43+00,NDOVGAN,2021/11/03 20:37:51+00,https://gis.blm.gov/CODownload/vegetation/forest_product_stips/KFO_Christmas_Tree_Stipulations.pdf,165541.024349395,2245.54219847132
