OBJECTID,COMPKEY,UNITID,UNITDESC,MODDTTM,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,COMPTYPE,DESCRIPTION,SEGKEY,INTKEY,INT_UNITID,SIGNAL_TYPE,SIGNAL_MAINT_DIST,INSTALL_DATE,ADDBY,ADDDTTM,OWNERSHIP,CURRENT_STATUS_DATE,ARTERIAL_CLASS,MAINT_AGREE,MAINT_BY,INT_SIGNAL_TYPE_CD,OVERRIDECOMMENT,PEDAUDIODEVICEYN,PEDSIGNALYN,PH_MODELTYPE,PP_MODELTYPE,PP_QUANTITY,PEDHDFIRSTINSTALLDT,PH_QUANTITY,PEDAUDIOINSTALLDT,BIKESIGNALHDYN,ASBLT,HALFSIGNALYN,METEREDYN,LTTURNSIGNALYN,LTPROTECTEDPERMYN,LTPROTECTEDYN,RTTURNSIGNALYN,RTPROTECTEDPERMYN,RTPROTECTEDYN,LTFIRSTINSTALLDT,LTREMOVEDT,RTFIRSTINSTALLDT,RTREMOVEDT,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,CABMODELTYPECD,COMCONNTYPECD,SYSCONTROLTYPECD,MMUMODELTYPECD,PE_MODELTYPE,PI_MODELTYPE,INSTALLERCD,SIGASSSERVICEPT,JOINTOWNERSHIPYN,VH_QUANTITY,VH_MODELTYPE,LOUVEREDVISORYN,OPTPGMEDHDSYN,CABLASTPMDT,DETMODULETYPECD,CCIMODELTYPECD,ETHERNETSFTWRREVLVL,CCISFTWRREVLVL,MMUSERIALNBR,CO_SOFTWRREV,CO_INSTALLDT,CO_REMOVALDT,CO_SERIALNBR,CO_MODELTYPE,MMUMANCD,MMUINSTALLDT,VOLTS,AMPS,GROUNDRESISTANCE,MULTIINTERSECTIONSYN,ADDTLINTDESC,LASTSIGNALOPTDT,LAMPINGGROUPCD,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,PEDPSHINSTALLDT,NUM_ATTACHMENTS
80231,272773,SGL-862,23RD AVE S AND S MASSACHUSETTS ST                                                                                                                                                                                                                              ,2023/06/01 00:00:00+00,POOR,2008/08/12 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,31514,52501,SEMI,SOUTH,1994/02/02 00:00:00+00,GISADMIN,2005/03/17 17:11:10+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,NAV-EN2,8,2013/12/12 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-Typ1+,FIBER,TACTIS,MMU2-16LEi,,, ,SEC service box next to cabinet,Y,"4, 4","3S8RYG, 3S12RYG",N,N,2023/05/30 00:00:00+00,RACK, ,30,,E2426399,"MIST7.2.10, 3.32SEg, 3.33SEd, 3.57b","02-FEB-94, 26-AUG-09, 16-MAY-18, 21-MAY-19","26-AUG-09, 16-MAY-18, 21-MAY-19","31109489, 103941, 85115, 162308","LMD8000, M52, M52, M60",EDI,2023/05/30 00:00:00+00,122,3,175,N,,,A2,,,,,,,,,,2013/12/12 00:00:00+00,0
80232,272774,SGL-822,RENTON AVE S AND S BANGOR ST                                                                                                                                                                                                                                   ,2023/03/07 00:00:00+00,POOR,2008/08/11 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,38250,306331,SEMI,SOUTH,1991/11/14 00:00:00+00,GISADMIN,2005/03/17 17:11:10+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LEDCD,NAV-EN2,8,2012/08/17 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,MMU-16LEip,,, ,SEC on City Lgt Wood Pole,N,8,3S8RYG,N,N,2022/08/12 00:00:00+00,RACK, ,,,121107682,"5C, 3.33 SEd","14-OCT-99, 11-OCT-16",11-OCT-16,"10114, 85103","LMD8000, M52",EDI,2022/08/12 00:00:00+00,120,2,11,N,,,A1,,,,,,,,,,2016/10/11 00:00:00+00,0
80233,272775,SGL-776,GREEN LAKE WAY N AND N 46TH ST                                                                                                                                                                                                                                 ,2023/09/19 00:00:00+00,POOR,2008/08/12 00:00:00+00,INSVC,DISTRICT4, ,N,74,,1,25692,13757,FULL,NORTH,,GISADMIN,2005/03/17 17:11:10+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LED,BULLDOG,12,,10,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,6TS2,FIBER,TACTIS,MMU2-16LEi,,, ,SEC SCL Wood Pole,Y,"2, 6, 2","3S12RYG, OPT3M, OTH",N,Y,2023/03/23 00:00:00+00,RACK, ,30,,170809189,"3.33sed, 3.33SEd, 3.40, 3.55","22-JUN-06, 15-DEC-11, 05-SEP-12, 19-MAY-15","15-DEC-11, 05-SEP-12, 19-MAY-15","84832, 108513, 117267, 140830","M52, M52, M52, M52",EDI,2023/03/23 00:00:00+00,120,6,38,N,,,A3,,,,,,,,,,,0
80234,272776,SGL-500,M L KING JR WAY S AND S JACKSON ST                                                                                                                                                                                                                             ,2023/05/30 00:00:00+00,FAIR,2008/04/28 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,30602,45141,SEMI,CENTRAL,,GISADMIN,2005/03/17 17:11:11+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LEDCD,,,2011/08/02 00:00:00+00,8,,N,,N,N,Y,Y,N,N,N,N,,,,,N,N,N,3TS2-Typ1+, ,TACTIS,MMU2-16LEi,,, ,NEC Wood Pole #1307310 (Next to Cabinet),N,"8, 2","3S8RYG, 4SRYYGYBI",N,N,2023/05/22 00:00:00+00,RACK, ,,,E1862646,"MIST7.2.10, 8I, 3.40, 3.51a, 3.57b","28-APR-08, 21-SEP-95, 07-NOV-12, 07-MAY-13, 10-SEP-19","10-SEP-19, 28-APR-08, 07-MAY-13, 10-SEP-19","19059423, 06129304g, 129171, 132554, 163645","LMD8000, LMD8000, M52, M52, M60",EDI,2023/05/22 00:00:00+00,122,3,27,N,,,A2,,,,,,,,,,,0
80235,272777,SGL-523,23RD AVE S AND RAINIER AVE S                                                                                                                                                                                                                                   ,2023/09/20 00:00:00+00,POOR,2008/08/05 00:00:00+00,INSVC,DISTRICT3,DISTRICT2,N,74,,1,31562,52555,SEMI,SOUTH,,GISADMIN,2005/03/17 17:11:11+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,NEON,NAV-EN2,8,,8,,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,3TS2-Typ1+,FIBER,TACTIS,MMU2-16LEi,,, ,SWC (23rd/Hill) Service Disconnect (Next to Cabinet),N,"5, 3, 1, 1","3S12RYG, 3S12RYGARW, 4SRYGGARW, 4SRYYGYBI",N,N,2022/09/01 00:00:00+00,RACK, ,Linux,,E1991235,"3.33SEG, CLMATS7.2.20, 3.32SEg, 3.57b Linux","28-MAY-10, 12-SEP-03, 23-JUL-08, 07-APR-19","07-APR-19, 23-JUL-08, 28-MAY-10","89019, 05029810, 104142, 153276","M52, LMD9200, M52, M60",EDI,2022/09/01 00:00:00+00,121,4,0,N,,,A1,,,,,,,,,,,0
80236,272778,SGL-164,ALASKAN WAY AND XW BELL ST                                                                                                                                                                                                                                     ,2022/07/18 00:00:00+00,POOR,2008/09/05 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29707,39562,SEMI,DOWNTOWN,,GISADMIN,2005/03/17 17:11:11+00,SDOT,2008/12/15 00:00:00+00,1,, ,MIDXWALK,,N,Y,NEON,NAV-EN2,2,,4,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,2,FIBER,TACTIS,LSM6,,, ,Alaskan/Blanchard NEC Type III H/H,N,4,3S12RYG,N,N,2022/03/10 00:00:00+00,STANDAL, ,,,78739,"3.32SEG, 3.32SEg, 3.33SEd","17-FEB-10, 26-JUL-02, 28-JUL-14","28-JUL-14, 17-FEB-10","67450, 67452, 113015","M34, M34, M52",TCT,2022/03/10 00:00:00+00,122,1,35,N,,,P8,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDER-19980325.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDER-19961108.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDER-19960418.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDER-19960308.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDER-19959111.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDER-19950112.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDER-19831218.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-PLAN-20060829.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-PLAN-19850802.pdf,,18
80237,272779,SGL-407,4TH AVE AND SENECA ST                                                                                                                                                                                                                                          ,2022/03/18 00:00:00+00,FAIR,2008/05/15 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29932,40729,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:11:11+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,STD,4,,8,,Y,,N,N,N,N,N,N,N,N,,,,,N,N,N,2TS2-Typ1,COPPER,TACTIS,MMU2-16LEi,EMER,, ,NWC in City Lgt vault,N,4,3S8RYG,N,N,2022/03/12 00:00:00+00,RACK, ,,,161101220,"3.32SEG, 1.63, 3.32SEh, 3.57b Linux, 3.57b Linux","06-NOV-03, 05-MAY-88, 02-JUL-13, 19-SEP-20, 18-MAR-22","02-JUL-13, 06-NOV-03, 19-SEP-20, 18-MAR-22","67601, 1643, 43150, 167102, 117269","M34,  , M34, M60, M60",EDI,2022/03/12 00:00:00+00,124,2,31,N,,,P4,,,,,,,,,,,0
80238,272780,SGL-26,5TH AVE S AND S MAIN ST                                                                                                                                                                                                                                        ,2022/04/01 00:00:00+00,FAIR,2008/09/17 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,30501,44533,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:11:12+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LEDCD,STD,0,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER,TACTIS,LSM6,,, ,NEC City Lgt Wood Pole #1319013 and SEC Steel Pole,Y,8,3S8RYG,N,N,2022/03/16 00:00:00+00,STANDAL, ,7.45 49,,91578,"3.32SEG, 1.63, 3.57b","28-JAN-02, 09-OCT-91, 25-FEB-21","25-FEB-21, 28-JAN-02","67590, 1610, 170219","M34,  , M60-ATC",TCT,2022/03/16 00:00:00+00,119,2,3,N,,, ,,,,,,,,,,,0
80239,272781,SGL-512,9TH AVE AND JAMES ST                                                                                                                                                                                                                                           ,2023/09/20 00:00:00+00,POOR,2008/09/18 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29959,40757,SEMI,DOWNTOWN,,GISADMIN,2005/03/17 17:11:12+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,Reese,4,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS1,COPPER,TACTIS,MMU-16LEip,EMER,, ,NEC City Lgt Wood Pole,N,"8, 1","3S8RYG, 3S12RYGARW",N,N,2022/04/28 00:00:00+00,STANDAL, ,,,E1865442,"3.32SEH, 2.2, 3.32SEh, 3.57b OS-9","01-AUG-08, 28-APR-93, 19-DEC-07, 02-SEP-22","02-SEP-22, 19-DEC-07, 01-AUG-08","67779, 7246, 49371, 143919","M34,  , M34, M52",EDI,2022/04/28 00:00:00+00,120,3,42,N,,,P6,,,,,,,,,,,0
80240,272782,SGL-323,10TH AVE E AND E ROANOKE W ST                                                                                                                                                                                                                                  ,2022/03/02 00:00:00+00,POOR,2008/04/15 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,28205,30126,SEMI,CENTRAL,,GISADMIN,2005/03/17 17:11:12+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,"NEON, LED",Polara EN2,2,,"7, 1",,N,,N,N,Y,N,Y,Y,N,Y,,,,,N,N,N,3TS1,COPPER,ONSTREET,MMU-12,EMER,, ,SWC City Light Wood Pole #1318912,Y,"3, 4, 1","3S12RYG, 3S12RYGARW, 4SRYGGARW",N,N,2022/02/24 00:00:00+00,STANDAL, ,,,080803182,CLMATS 7.4.20,"07-SEP-03, 18-AUG-92",28-FEB-96,"11029414H, 21166","LMD9200, LMD8000",EDI,2022/02/24 00:00:00+00,123,3,0,N,,,S4,,,,,,,,,,,0
80241,272783,SGL-435,24TH AVE E AND E MCGRAW ST                                                                                                                                                                                                                                     ,2022/05/31 00:00:00+00,FAIR,2008/08/18 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,28422,31542,SEMI,CENTRAL,,GISADMIN,2005/03/17 17:11:12+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,Reese,4,2014/06/11 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,NSM-6,,, ,145' West of NWC on City Lgt Wood Pole #1307823,Y,8,3S8RYG,N,N,2022/05/05 00:00:00+00,STANDAL, ,,,020502789,SP2,"21-JAN-04, 14-AUG-96",21-JAN-04,"71494, 640130","LC8000, LC8000",EDI,2022/06/21 00:00:00+00,121,2,17,N,,,A3,,,,,,,,,,,0
80242,272784,SGL-403,RAVENNA AVE NE AND NE 65TH ST                                                                                                                                                                                                                                  ,2023/03/31 00:00:00+00,FAIR,2008/07/22 00:00:00+00,INSVC,DISTRICT4, ,N,74,,1,24803,6748,SEMI,NORTH,,GISADMIN,2005/03/17 17:11:12+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LEDCD,NAV-N2,4,2017/03/30 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,FIBER,TACTIS,LT216E,EMER,, ,NWC SCL Wood Pole #1346497,Y,8,3S12RYG,N,N,2023/02/24 00:00:00+00,RACK, ,30,,9992,"3.32SEG, 8E, 3.33 SEd","20-SEP-06, 18-JAN-94, 14-JUN-22","14-JUN-22, 20-SEP-06","85096, 21049342H, 85096","M52, LMD8000, M52",EDI,2023/02/24 00:00:00+00,122,3,0,N,,,A5,,,,,,,,,,2007/01/18 00:00:00+00,0
80243,272786,SGL-825,5TH AVE S AND S HOLGATE ST                                                                                                                                                                                                                                     ,2023/02/09 00:00:00+00,GOOD,2008/08/21 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,31360,51652,FULL,SOUTH,1991/12/04 00:00:00+00,GISADMIN,2005/03/17 17:11:13+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LED,NAV-2W-PPB,8,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS1,COPPER,TACTIS,NSM-12,"LTR, EMER",, ,120 Ft N of NWC in Type II H/H,Y,8,3S12RYG,N,N,2022/09/16 00:00:00+00,RACK, ,,,9202-688,"3.32SEG, 3.33SEd","28-JUL-05, 04-JAN-18",04-JAN-18,"84692, 87247","M52, M52",EDI,2022/09/16 00:00:00+00,121,2,0,N,,,A3,,,,,,,,,,2005/07/28 00:00:00+00,0
80244,272787,SGL-828,SUNNYSIDE AVE N AND N 45TH ST                                                                                                                                                                                                                                  ,2023/04/06 00:00:00+00,FAIR,2008/03/18 00:00:00+00,INSVC,DISTRICT4, ,N,74,,1,27185,23507,SEMI,NORTH,1992/07/14 00:00:00+00,GISADMIN,2005/03/17 17:11:13+00,SDOT,2008/12/15 00:00:00+00,2,, ,HALFPED,,N,Y,LEDCD,NAV-EN2,2,2015/01/05 00:00:00+00,2,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,6TS2,FIBER,TACTIS,MMU2-16LEi,,,SDOT,SEC  in H/H next to cabinet,Y,"2, 2","3S8RYG, 3S12RYG",N,N,2023/03/24 00:00:00+00,RACK, ,34,,171200773,"7.4.15 CLMATS, 6A, 3.33SEd, 3.33SEd, 3.33SEd","21-JUL-03, 14-JUL-92, 24-JUN-15, 23-AUG-17, 11-MAR-23","24-JUN-15, 21-JUL-03, 23-AUG-17, 11-MAR-23","21155, 12516, 117842, 114255, 130596","LMD8000, LMD8000, M52, M52, M52",EDI,2023/03/24 00:00:00+00,122,2,1,N,,,A3,,,,,,,,,,2015/06/24 00:00:00+00,0
80245,272788,SGL-268,AURORA AVE N AND N 85TH ST                                                                                                                                                                                                                                     ,2023/04/25 00:00:00+00,FAIR,2008/07/09 00:00:00+00,INSVC,DISTRICT5,DISTRICT6,N,74,,1,37367,232351,FULL,NORTH,,GISADMIN,2005/03/17 17:11:13+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,"Reese, NAV-iNS2","8, 8",,8,,N,,N,N,Y,N,Y,N,N,N,,,,,N,Y,N,6TS2,FIBER,TACTIS,MMU2-16LEi,,, ,SWC SCL Wood Pole #1361941,N,"8, 4","3S12RYG, 3S12RYGARW",N,N,2023/04/18 00:00:00+00,RACK, ,,,E2022573,"3.32SEG, 3.33SEg, 3.57b, 3.57b Linux, 3.57b","23-APR-08, 16-MAR-10, 10-MAR-17, 16-MAR-19, 24-FEB-23","16-MAR-10, 10-MAR-17, 16-MAR-19, 24-FEB-23","43837, 117263, 153300, 157704, 159069","M34, M52, M60, M60, M60",EDI,2023/04/18 00:00:00+00,121,5,0,N,,,S6,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL268-WORKORDER-20010927.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL268-WORKORDER-20010830.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL268-WORKORDER-20010604.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL268-PLAN-20090714.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL268-PLAN-19901221.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL268-PLAN-19790404.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL268-PLAN-1979020.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL268-PLAN-200003.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL268-PLAN.pdf,2023/03/16 00:00:00+00,23
80246,272789,SGL-618,BOEING DR AND EAST MARGINAL WAY S                                                                                                                                                                                                                              ,2022/09/30 00:00:00+00,FAIR,2008/05/23 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,34393,72851,SEMI,SOUTH,,GISADMIN,2005/03/17 17:11:13+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,,,,,,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS1,COPPER,TACTIS,NSM-12,EMER,, ,NEC on SCL Wood Pole #1326803 (20' West of Cabinet),N,"4, 4","3S8RYG, 3S12RYG",N,N,2022/09/28 00:00:00+00,RACK, ,,,9601-631,"3.32SEG, 7, 3.32SEh, 3.32SEg, 3.32SEg","27-JUL-07, 07-AUG-91, 25-AUG-04, 29-MAY-12, 28-SEP-22","29-MAY-12, 27-JUL-07, 27-JUL-07, 28-SEP-22","38446, 650144, 67596, 44802, 44807","M34, LC8000, M34, M34, M34",EDI,2022/09/28 00:00:00+00,120,2,56,N,,,A4,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Condition Assessments\TSCR Boeing_E Marginal618.pdf,,,,,,,,,,1
80247,272790,SGL-789,BOREN AVE AND MARION ST                                                                                                                                                                                                                                        ,2022/06/22 00:00:00+00,GOOD,2012/05/21 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29922,40719,SEMI,DOWNTOWN,,GISADMIN,2005/03/17 17:11:13+00,SDOT,2012/05/21 00:00:00+00,1,, ,CITY,,N,N,LEDCD,Reese,4,2012/05/21 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER,TACTIS,NSM-6,EMER,, ,SWC Type II H/H (Next to cabinet),N,8,3S8RYG,N,N,2022/04/21 00:00:00+00,STANDAL, ,,,020323109,"3.32SEG, 2.13","02-AUG-02, 07-OCT-90",02-AUG-02,"67348, 2613","M34,  ",EDI,2022/04/21 00:00:00+00,120,2,71,N,,,S8,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf3(9).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf3(8).pdf,,,,,,,,,2
80248,272791,SGL-69,3RD AVE AND SENECA ST                                                                                                                                                                                                                                          ,2022/05/06 00:00:00+00,GOOD,2011/07/19 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29602,39333,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:11:14+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LEDCD,,,2011/07/19 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,FIBER,TACTIS,LSM6,EMER,, ,3rd/University NWC City Lgt Vault in Street,Y,"6, 2","3S8RYG, 3S12RYGARW",N,N,2022/04/14 00:00:00+00,STANDAL, ,,,52846,"3.32SEH, 3.32SEg, 3.57b Linux, 3.57b Linux","20-SEP-07, 04-MAR-88, 11-JUL-95, 29-SEP-03, 18-SEP-18, 12-JAN-19","18-SEP-18, 11-JUL-95, 29-SEP-03, 20-SEP-07, 12-JAN-19","49372, 1407, 1424, 67808, 161899, 159781","M34,  ,  , M34, M60, M60",EAGLE,2022/04/14 00:00:00+00,125,3,0,N,,,P2,,,,,,,,,,,0
80249,272792,SGL-488,15TH AVE E AND E REPUBLICAN N ST                                                                                                                                                                                                                               ,2023/09/22 00:00:00+00,POOR,2008/03/26 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29011,36323,PRE,CENTRAL,,GISADMIN,2005/03/17 17:11:14+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,NEON,,,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,LSM6,,, ,NWC City Lgt Wood Pole #1301566,Y,"6, 2","3S8RYG, 4SRYGGARW",N,N,2022/05/10 00:00:00+00,STANDAL, ,,,04124,"11, 3.32SEh","23-OCT-96, 20-NOV-12",20-NOV-12,"63903, 65939","LC40, M34",EDI,2022/05/10 00:00:00+00,121,4,8,N,,,A3,,,,,,,,,,,0
80250,272792,SGL-488,15TH AVE E AND E REPUBLICAN N ST                                                                                                                                                                                                                               ,2023/09/22 00:00:00+00,POOR,2008/03/26 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29011,36323,PRE,CENTRAL,,GISADMIN,2005/03/17 17:11:14+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,NEON,,,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,LSM6,,, ,NWC City Lgt Wood Pole #1301566,Y,"6, 2","3S8RYG, 4SRYGGARW",N,N,2022/05/10 00:00:00+00,STANDAL, ,,,04124,"11, 3.32SEh","23-OCT-96, 20-NOV-12",20-NOV-12,"63903, 65939","LC40, M34",EDI,2022/05/10 00:00:00+00,121,4,8,N,,,A3,,,,,,,,,,,0
80251,272793,SGL-841,BROADWAY AND CHERRY ST                                                                                                                                                                                                                                         ,2022/02/11 00:00:00+00,GOOD,2013/12/05 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29797,40323,SEMI,DOWNTOWN,,GISADMIN,2005/03/17 17:11:14+00,SDOT,2013/12/05 00:00:00+00,2,, ,CITY,,N,N,LEDCD,BULLDOG,4,2013/12/05 00:00:00+00,8,,Y,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2,COPPER,TACTIS,MMU2-16LEi,,, ,NWC Wood Pole #1311496 by Weatherhead,N,8,3S8RYG,N,N,2022/02/09 00:00:00+00,RACK, ,8.00/80,,E2330903,"3.32SEG, 3.33SEd, 3.57b OS-9","30-APR-03, 08-AUG-13, 29-MAR-18","08-AUG-13, 29-MAR-18","66951, 114909, 126626","M34, M52, M52",EDI,2022/02/09 00:00:00+00,120,3,0,N,,,P7,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\FHS -Bwy-Cherry.pdf,,,,,,,,,,1
80252,272794,SGL-247,BALLARD AVE NW AND NW MARKET ST                                                                                                                                                                                                                                ,2023/05/18 00:00:00+00,POOR,2008/07/16 00:00:00+00,INSVC,DISTRICT6, ,N,74,,1,25144,11137,PRE,NORTH,,GISADMIN,2005/03/17 17:11:14+00,SDOT,2008/12/15 00:00:00+00,2,, ,HALFPED,,N,Y,INCAND,NAV-EN2,2,,2,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,6TS2,FIBER,TACTIS,MMU2-16LEi,EMER,, ,SWC Meter box next to cabinet,N,4,OTH,N,N,2023/04/28 00:00:00+00,RACK, ,30,,E1966426,"11, 3.32SEh, 3.33SEd","10-OCT-10, 13-JAN-11, 28-APR-15","10-OCT-10, 13-JAN-11, 28-APR-15","62909, 63923, 66932, 100241","LC40, LC40, M34, M52",EDI,2023/04/28 00:00:00+00,119,3,0,N,,,A1,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL247-WORKORDER-20020624.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL247-WORKORDER-20010831.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL247-WORKORDER-19881024.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL247-WORKORDER2-20010831.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL247-PLAN-19751113.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL247-PLAN-19750502.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL247-PLAN-19750220.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL247-PLAN2-19750502.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL247-INVESTIGATIONS-PRE1991.pdf,,18
