SECTION_NUMBER,ON_STREET,FROM_STREET,TO_STREET,LENGTH,COUNT_,CURRENT_PQI,MEASURED_PQI,PQI_DATE,CLASS,YEAR,ObjectId
48500,MCKEMY ST,19TH ST,18TH ST,281,2,70.9,70.9,2023/02/20 07:00:00+00,Local,2023,4459
48510,MCKEMY ST,18TH ST,17TH PL,280,2,75.2,75.2,2023/02/20 07:00:00+00,Local,2023,4460
48520,MCKEMY ST,17TH PL,END,109,2,64.7,64.7,2023/02/20 07:00:00+00,Local,2023,4461
48530,18TH ST,HARDY DR,MCKEMY ST,663,2,74.3,74.3,2023/02/20 07:00:00+00,Local,2023,4462
48540,PARKSIDE DR,17TH PL,END,400,2,70.6,70.6,2023/02/24 07:00:00+00,Local,2023,4463
48550,17TH PL,PARKSIDE DR,HARDY DR,286,2,71.7,71.7,2023/02/24 07:00:00+00,Local,2023,4464
48560,17TH PL,HARDY DR,MARILYN ANN DR,390,2,74.7,74.7,2023/02/24 07:00:00+00,Local,2023,4465
48570,17TH PL,MARILYN ANN DR,MCKEMY ST,273,2,72,72,2023/02/24 07:00:00+00,Local,2023,4466
48580,MARILYN ANN DR,17TH PL,16TH ST,887,2,52.8,52.8,2023/02/25 07:00:00+00,Local,2023,4467
48590,MARILYN ANN DR CDS,END,MARILYN ANN DR,136,2,36.8,36.8,2023/02/20 07:00:00+00,Local,2023,4468
48600,16TH ST CDS,END,16TH ST,91,2,28.7,28.7,2023/02/24 07:00:00+00,Local,2023,4469
48610,15TH ST,16TH ST,PARKWAY BL,280,2,51.8,51.8,2023/02/24 07:00:00+00,Local,2023,4470
48620,15TH ST,PARKWAY BL,ROOSEVELT ST,453,2,42.7,42.7,2023/02/24 07:00:00+00,Local,2023,4471
48630,15TH ST,ROOSEVELT ST,WILSON ST,844,2,73.1,73.1,2023/02/24 07:00:00+00,Local,2023,4472
48640,MARILYN ANN DR,PARKWAY BL,END,265,2,33.2,33.2,2023/02/20 07:00:00+00,Local,2023,4473
48650,PARKWAY BL,PARKWAY BL,END,179,2,53.9,53.9,2023/02/25 07:00:00+00,Local,2023,4474
48660,ROBERT RD,PARKWAY BL,END,363,2,34.2,34.2,2023/02/25 07:00:00+00,Local,2023,4475
48670,PARKWAY BL,BECK AV,ROBERT RD,381,2,38.5,38.5,2023/02/25 07:00:00+00,Local,2023,4476
48680,PARKWAY BL,ROBERT RD,PARKWAY BL,341,2,74.8,74.8,2023/02/25 07:00:00+00,Local,2023,4477
48690,PARKWAY BL,PARKWAY BL,14TH ST,273,2,64.3,64.3,2023/02/25 07:00:00+00,Local,2023,4478
48700,PARKWAY BL,14TH ST,HARDY DR,287,2,35.9,35.9,2023/02/25 07:00:00+00,Local,2023,4479
48710,PARKWAY BL,HARDY DR,MARILYN ANN DR,748,2,55.4,55.4,2023/02/25 07:00:00+00,Local,2023,4480
48720,PARKWAY BL,MARILYN ANN DR,15TH ST,288,2,68,68,2023/02/25 07:00:00+00,Local,2023,4481
48730,14TH ST,BECK AV,PARKWAY BL,1058,2,45.4,45.4,2023/02/20 07:00:00+00,Local,2023,4482
48740,19TH ST,ROOSEVELT ST,FARMER AV,1105,2,76.5,76.5,2023/02/20 07:00:00+00,Local,2023,4483
48750,18TH ST,ROOSEVELT ST,FARMER AV,1099,2,75.3,75.3,2023/02/20 07:00:00+00,Local,2023,4484
48760,17TH PL,END,ROOSEVELT ST,576,2,69.5,69.5,2023/02/20 07:00:00+00,Local,2023,4485
48770,17TH PL,ROOSEVELT ST,FARMER AV,1099,2,81.1,81.1,2023/02/20 07:00:00+00,Local,2023,4486
48780,17TH ST,ROOSEVELT ST,FARMER AV,1086,2,74.3,74.3,2023/02/20 07:00:00+00,Local,2023,4487
48790,17TH ST,FARMER AV,END,109,2,47.8,47.8,2023/02/20 07:00:00+00,Local,2023,4488
48800,FARMER AV,BROADWAY RD,19TH ST,555,2,66.3,66.3,2023/02/20 07:00:00+00,Local,2023,4489
48810,FARMER AV,19TH ST,18TH ST,274,2,85.6,85.6,2023/02/20 07:00:00+00,Local,2023,4490
48820,FARMER AV,18TH ST,17TH PL,270,2,85.6,85.6,2023/02/20 07:00:00+00,Local,2023,4491
48830,FARMER AV,17TH PL,17TH ST,282,2,85.6,85.6,2023/02/20 07:00:00+00,Local,2023,4492
48840,FARMER AV,17TH ST,PARKWAY BL,787,2,85.6,85.6,2023/02/20 07:00:00+00,Local,2023,4493
48850,FARMER AV,PARKWAY BL,14TH ST,260,2,72.7,72.7,2023/02/20 07:00:00+00,Local,2023,4494
48860,FARMER AV,14TH ST,13TH ST,273,2,77.6,77.6,2023/02/20 07:00:00+00,Local,2023,4495
48870,FARMER AV,13TH ST,12TH ST,524,2,71.5,71.5,2023/02/20 07:00:00+00,Local,2023,4496
48880,FARMER AV,12TH ST,HOWE ST,272,2,55.9,55.9,2023/02/20 07:00:00+00,Local,2023,4497
50930,ORANGE ST,DORSEY LN,GARY DR,936,2,72,72,2023/02/25 07:00:00+00,Local,2023,4498
49990,15TH ST,OAKLEY PL,COLLEGE AV,513,2,75.1,75.1,2023/02/24 07:00:00+00,Local,2023,4499
47440,14TH ST,PARK LN,52ND ST,1556,2,44.8,44.8,2023/02/23 07:00:00+00,Local - Industrial,2023,4500
48220,9TH ST,MARGO DR,BECK AV,648,2,41.2,41.2,2023/02/25 07:00:00+00,Local,2023,4501
50480,RITA LN,END,SPENCE AV,553,2,55.7,55.7,2023/02/22 07:00:00+00,Local,2023,4502
49490,11TH ST,MCKEMY ST,JUDD ST,442,2,26.8,26.8,2023/02/24 07:00:00+00,Local,2023,4503
50940,ORANGE ST,GARY DR,UNA AV,557,2,36.7,36.7,2023/02/25 07:00:00+00,Local,2023,4504
50000,15TH ST,COLLEGE AV,MCALLISTER AV,1289,2,76.3,76.3,2023/02/24 07:00:00+00,Local,2023,4505
47450,14TH ST,52ND ST,EDWARD DR,802,2,68.7,68.7,2023/02/23 07:00:00+00,Local - Industrial,2023,4506
48230,9TH ST,BECK AV,WESTFALL AV,626,2,39.6,39.6,2023/02/25 07:00:00+00,Local,2023,4507
48240,9TH ST,WESTFALL AV,HARDY DR,680,2,41.3,41.3,2023/02/25 07:00:00+00,Local,2023,4508
48250,9TH ST,HARDY DR,MCKEMY ST,693,2,49.2,49.2,2023/02/25 07:00:00+00,Local,2023,4509
48260,9TH ST,MCKEMY ST,MITCHELL DR,614,2,38.1,38.1,2023/02/25 07:00:00+00,Local,2023,4510
48270,9TH ST,MITCHELL DR,ROOSEVELT ST,219,2,34.2,34.2,2023/02/25 07:00:00+00,Local,2023,4511
48280,9TH ST,ROOSEVELT ST,WILSON ST,462,2,33.4,33.4,2023/02/25 07:00:00+00,Local,2023,4512
48290,9TH ST,WILSON ST,FARMER AV,469,2,49.6,49.6,2023/02/25 07:00:00+00,Local,2023,4513
48300,9TH ST,FARMER AV,ASH AV,591,2,36.9,36.9,2023/02/24 07:00:00+00,Local,2023,4514
48310,9TH ST,ASH AV,MAPLE AV,349,2,46.2,46.2,2023/02/24 07:00:00+00,Local,2023,4515
48320,9TH ST,MAPLE AV,MILL AV,382,2,40.1,40.1,2023/02/24 07:00:00+00,Local,2023,4516
48330,19TH ST,ROBERTS DR,BECK AV,390,2,61.8,61.8,2023/02/24 07:00:00+00,Local,2023,4517
48340,19TH ST,BECK AV,SHAFER DR,517,2,68.1,68.1,2023/02/24 07:00:00+00,Local,2023,4518
48350,SHAFER DR,19TH ST,BECK AV,781,2,55.1,55.1,2023/02/24 07:00:00+00,Local,2023,4519
48360,17TH PL,BECK AV,ROBERTS DR,525,2,40.9,40.9,2023/02/24 07:00:00+00,Local,2023,4520
48370,ROBERTS DR,ROBERTS DR,19TH ST,453,2,61,61,2023/02/24 07:00:00+00,Local,2023,4521
48380,19TH ST,ROBERTS DR,PARKSIDE DR,248,2,71.1,71.1,2023/02/24 07:00:00+00,Local,2023,4522
48910,FARMER AV,10TH ST,10TH ST,177,2,85.2,85.2,2023/02/20 07:00:00+00,Local,2023,4523
47460,14TH ST,EDWARD DR,ALBERT AV,1125,2,44.4,44.4,2023/02/23 07:00:00+00,Local - Industrial,2023,4524
50490,TERRACE RD,END,SPENCE AV,572,2,70.2,70.2,2023/02/22 07:00:00+00,Local,2023,4525
50950,ORANGE ST,UNA AV,BUTTE AV,315,2,33.1,33.1,2023/02/25 07:00:00+00,Local,2023,4526
49500,11TH ST,JUDD ST,ROOSEVELT ST,405,2,33.9,33.9,2023/02/24 07:00:00+00,Local,2023,4527
48920,FARMER AV,10TH ST,9TH ST,338,2,80.9,80.9,2023/02/20 07:00:00+00,Local,2023,4528
47470,14TH ST,ALBERT AV,PRIEST DR,764,2,61.6,61.6,2023/02/23 07:00:00+00,Local - Industrial,2023,4529
50010,OAKLEY PL,15TH ST,PARKWAY BL,335,2,77.9,77.9,2023/02/24 07:00:00+00,Local,2023,4530
50500,TERRACE RD,SPENCE AV,APACHE BL,713,2,85,85,2023/02/22 07:00:00+00,Local,2023,4531
50960,BUTTE AV,ORANGE ST,LEMON ST,464,2,50.1,50.1,2023/02/25 07:00:00+00,Local,2023,4532
49510,11TH ST,ROOSEVELT ST,WILSON ST,463,2,32.3,32.3,2023/02/24 07:00:00+00,Local,2023,4533
48930,FARMER AV,9TH ST,9TH ST,113,2,48.3,48.3,2023/02/20 07:00:00+00,Local,2023,4534
47480,14TH ST,PRIEST DR,POLLEY ANN DR,935,2,37.7,37.7,2023/02/23 07:00:00+00,Local,2023,4535
50020,GRANDVIEW DR,15TH ST,PARKWAY BL,343,2,83.5,83.5,2023/02/24 07:00:00+00,Local,2023,4536
50510,TERRACE RD,APACHE BL,LEMON ST,939,1,74.9,74.9,2023/02/23 07:00:00+00,Local,2023,4537
50970,BUTTE AV,LEMON ST,12TH ST,340,2,64.7,64.7,2023/02/25 07:00:00+00,Local,2023,4538
49520,11TH ST,WILSON ST,FARMER AV,475,2,33.7,33.7,2023/02/24 07:00:00+00,Local,2023,4539
48940,FARMER AV,9TH ST,UNIVERSITY DR,458,2,70.6,70.6,2023/02/20 07:00:00+00,Local,2023,4540
47490,14TH ST,POLLEY ANN DR,END,293,2,55.1,55.1,2023/02/23 07:00:00+00,Local,2023,4541
50030,S MILL AV,END,15TH ST,372,1,,,,Local,,4542
5401,MILL AV,9TH ST,10TH ST,536,1,69.6,69.6,2023/02/23 07:00:00+00,Collector,2023,4543
50980,BUTTE AV,12TH ST,UNA-BUTTE AV,228,2,51.7,51.7,2023/02/25 07:00:00+00,Local,2023,4544
49530,10TH PL,ROOSEVELT ST,MITCHELL DR,207,2,27.5,27.5,2023/02/24 07:00:00+00,Local,2023,4545
48950,FARMER AV,UNIVERSITY DR,7TH ST,467,2,59,59,2023/02/20 07:00:00+00,Collector,2023,4546
47500,EDWARD DR,14TH ST,12TH PL,686,2,38.9,38.9,2023/02/23 07:00:00+00,Local - Industrial,2023,4547
50040,S MILL AV,15TH ST,PARKWAY BL,349,2,75.1,75.1,2023/02/24 07:00:00+00,Local,2023,4548
50520,TERRACE RD,LEMON ST,ORANGE ST,392,1,69.2,69.2,2023/02/23 07:00:00+00,Local,2023,4549
50990,UNA AV,UNA-BUTTE AV,LEMON ST,594,2,69.2,69.2,2023/02/25 07:00:00+00,Local,2023,4550
49540,MITCHELL DR,10TH PL,10TH ST,96,2,29.7,29.7,2023/02/24 07:00:00+00,Local,2023,4551
48960,FARMER AV,7TH ST,6TH ST,417,2,72.2,72.2,2023/02/20 07:00:00+00,Collector,2023,4552
47510,12TH PL,EDWARD DR,PRIEST DR,1833,2,52.2,52.2,2023/02/23 07:00:00+00,Local - Industrial,2023,4553
50050,PARKWAY BL,S MILL AV,GRANDVIEW DR,552,1,,,,Local,,4554
5411,MILL AV,UNIVERSITY DR,9TH ST,536,1,74.7,74.7,2023/02/23 07:00:00+00,Collector,2023,4555
51000,UNA AV,LEMON ST,ORANGE ST,480,2,82.1,82.1,2023/02/25 07:00:00+00,Local,2023,4556
49550,MITCHELL DR,10TH ST,10TH ST,285,2,34.5,34.5,2023/02/24 07:00:00+00,Local,2023,4557
48970,FARMER AV,6TH ST,5TH ST,417,2,65.5,65.5,2023/02/20 07:00:00+00,Collector,2023,4558
47520,12TH PL,PRIEST DR,DARROW DR,425,2,45.7,45.7,2023/02/20 07:00:00+00,Local,2023,4559
50060,PARKWAY BL,GRANDVIEW DR,OAKLEY PL,420,1,,,,Local,,4560
50530,TERRACE RD,ORANGE ST,RURAL RD,1344,1,52,52,2023/02/23 07:00:00+00,Local,2023,4561
51010,UNA AV,ORANGE ST,8TH ST,399,2,66.6,66.6,2023/02/25 07:00:00+00,Local,2023,4562
49560,MITCHELL DR,10TH ST,9TH ST,445,2,33.2,33.2,2023/02/24 07:00:00+00,Local,2023,4563
47530,DARROW DR,12TH PL,13TH ST,225,2,65.5,65.5,2023/02/20 07:00:00+00,Local,2023,4564
5421,MILL AV,7TH ST,UNIVERSITY DR,475,1,68.5,68.5,2023/02/23 07:00:00+00,Collector,2023,4565
48980,FARMER AV,5TH ST,1ST ST,1336,2,62.7,62.7,2023/02/20 07:00:00+00,Collector,2023,4566
50070,PARKWAY BL,OAKLEY PL,COLLEGE AV,503,1,,,,Local,,4567
51020,DON CARLOS AV,DORSEY LN,GARY DR,921,2,74.8,74.8,2023/02/25 07:00:00+00,Local,2023,4568
49570,MITCHELL DR,9TH ST,9TH ST,162,2,33.7,33.7,2023/02/24 07:00:00+00,Local,2023,4569
47540,12TH ST,48TH ST,PARK LN,978,2,44.5,44.5,2023/02/23 07:00:00+00,Local - Industrial,2023,4570
48990,FARMER AV,1ST ST,1ST ST,144,2,69.7,69.7,2023/02/20 07:00:00+00,Collector,2023,4571
50540,STANLEY PL,END,SPENCE AV,619,2,88.6,88.6,2023/02/22 07:00:00+00,Local,2023,4572
50080,PARKWAY BL,COLLEGE AV,MCALLISTER AV,1319,1,,,,Local,,4573
51030,DON CARLOS AV,GARY DR,END,283,2,74.1,74.1,2023/02/25 07:00:00+00,Local,2023,4574
49580,MITCHELL DR,9TH ST,UNIVERSITY DR,303,2,29,29,2023/02/24 07:00:00+00,Local,2023,4575
47550,PARK LN,12TH ST,14TH ST,813,2,55.3,55.3,2023/02/23 07:00:00+00,Local - Industrial,2023,4576
49000,FARMER AV,1ST ST,END,461,2,62.8,62.8,2023/02/20 07:00:00+00,Local,2023,4577
50550,KENNETH PL,END,SPENCE AV,628,2,89.7,89.7,2023/02/22 07:00:00+00,Local,2023,4578
5381,MILL AV,11TH ST,12TH ST,523,2,23.4,55.2,2014/01/27 07:00:00+00,Local,2014,4579
51040,GARY DR,DON CARLOS AV,ORANGE ST,258,2,58.5,58.5,2023/02/25 07:00:00+00,Local,2023,4580
49590,10TH ST,MITCHELL DR,ROOSEVELT ST,196,2,34.7,34.7,2023/02/24 07:00:00+00,Local,2023,4581
47560,10TH PL,48TH ST,PARK LN,950,2,44,44,2023/02/23 07:00:00+00,Local - Industrial,2023,4582
49010,PARKWAY BL,ROOSEVELT ST,WILSON ST,830,2,75.7,75.7,2023/02/20 07:00:00+00,Local,2023,4583
50560,CEDAR ST S,WILLIAMS ST,SPENCE AV,77,2,69.9,69.9,2023/02/22 07:00:00+00,Local,2023,4584
50090,MCALLISTER AV,END,15TH ST,403,2,67.4,67.4,2023/02/17 07:00:00+00,Local,2023,4585
51050,GARY DR,ORANGE ST,8TH ST,376,2,32.3,32.3,2023/02/25 07:00:00+00,Local,2023,4586
49600,10TH ST,ROOSEVELT ST,WILSON ST,459,2,35.8,35.8,2023/02/24 07:00:00+00,Local,2023,4587
47570,10TH PL,PARK LN,HOHOKAM DR,880,2,42.6,42.6,2023/02/23 07:00:00+00,Local - Industrial,2023,4588
49020,PARKWAY BL,WILSON ST,FARMER AV,258,2,63.7,63.7,2023/02/20 07:00:00+00,Local,2023,4589
50570,CEDAR ST S,SPENCE AV,HUDSON DR,244,2,67.7,67.7,2023/02/22 07:00:00+00,Local,2023,4590
50100,MCALLISTER AV,15TH ST,PARKWAY BL,363,2,58.8,58.8,2023/02/17 07:00:00+00,Local,2023,4591
51060,8TH ST,RURAL RD,DORSEY LN,2666,2,65.9,65.9,2023/02/23 07:00:00+00,Collector,2023,4592
49610,10TH ST,WILSON ST,FARMER AV,468,2,31.7,31.7,2023/02/24 07:00:00+00,Local,2023,4593
47580,10TH PL,HOHOKAM DR,52ND ST,686,2,54.6,54.6,2023/02/23 07:00:00+00,Local - Industrial,2023,4594
49120,14TH ST,ROOSEVELT ST,WILSON ST,633,2,71.5,71.5,2023/02/25 07:00:00+00,Local,2023,4595
50580,CEDAR ST S,HUDSON DR,APACHE BL,391,2,35.3,35.3,2023/02/22 07:00:00+00,Local,2023,4596
50110,MCALLISTER AV,PARKWAY BL,14TH ST,192,2,37.4,37.4,2023/02/17 07:00:00+00,Local,2023,4597
51070,8TH ST,DORSEY LN,GARY DR,926,2,37.9,37.9,2023/02/23 07:00:00+00,Collector,2023,4598
49620,10TH ST,FARMER AV,ASH AV,559,2,31,31,2023/02/24 07:00:00+00,Local,2023,4599
47590,10TH PL,52ND ST,EDWARD DR,1024,2,48.5,48.5,2023/02/24 07:00:00+00,Local - Industrial,2023,4600
49130,14TH ST,WILSON ST,FARMER AV,455,2,72.2,72.2,2023/02/25 07:00:00+00,Local,2023,4601
50590,DORSEY LN,APACHE BL,LEMON ST,699,2,64.2,64.2,2023/02/23 07:00:00+00,Collector,2023,4602
50120,MCALLISTER AV,14TH ST,APACHE BL,1181,2,63.7,63.7,2023/02/17 07:00:00+00,Local,2023,4603
51080,8TH ST,GARY DR,UNA AV,579,2,58.7,58.7,2023/02/23 07:00:00+00,Collector,2023,4604
49630,10TH ST,ASH AV,MAPLE AV,362,2,42.8,42.8,2023/02/24 07:00:00+00,Local,2023,4605
47600,10TH PL,EDWARD DR,PRIEST DR,1646,2,57.2,57.2,2023/02/24 07:00:00+00,Local - Industrial,2023,4606
49140,WILSON ST,14TH ST,13TH ST,267,2,43,43,2023/02/23 07:00:00+00,Local,2023,4607
50600,DORSEY LN,LEMON ST,LEMON ST,97,2,54.4,54.4,2023/02/23 07:00:00+00,Collector,2023,4608
50130,MCALLISTER AV,APACHE BL,UNIVERSITY DR,2809,1,65.2,65.2,2023/02/17 07:00:00+00,Local,2023,4609
51090,8TH ST,UNA AV,MCCLINTOCK DR,1126,2,61.7,61.7,2023/02/23 07:00:00+00,Collector,2023,4610
49640,10TH ST,MAPLE AV,MILL AV,357,2,46.9,46.9,2023/02/24 07:00:00+00,Local,2023,4611
47610,10TH PL,PRIEST DR,MARGO DR,687,2,32.8,32.8,2023/02/24 07:00:00+00,Local,2023,4612
49150,WILSON ST,13TH ST,12TH ST,525,2,45.6,45.6,2023/02/23 07:00:00+00,Local,2023,4613
50610,DORSEY LN,LEMON ST,DON CARLOS AV,266,2,60.6,60.6,2023/02/23 07:00:00+00,Collector,2023,4614
5391,MILL AV,10TH ST,11TH ST,533,1,61,61,2023/02/17 07:00:00+00,Local,2023,4615
51100,GARY DR,APACHE BL,HALL ST,479,2,44.6,44.6,2023/02/25 07:00:00+00,Local,2023,4616
49650,11TH ST,ASH AV,MAPLE AV,365,2,56.5,56.5,2023/02/24 07:00:00+00,Local,2023,4617
47620,10TH PL,MARGO DR,BECK AV,637,2,64.2,64.2,2023/02/24 07:00:00+00,Local,2023,4618
49160,WILSON ST,12TH ST,HOWE ST,274,2,36.6,36.6,2023/02/23 07:00:00+00,Local,2023,4619
50620,DORSEY LN,DON CARLOS AV,ORANGE ST,271,2,50.4,50.4,2023/02/23 07:00:00+00,Collector,2023,4620
50630,DORSEY LN,ORANGE ST,8TH ST,373,2,47.9,47.9,2023/02/23 07:00:00+00,Collector,2023,4621
50640,DORSEY LN,8TH ST,UNIVERSITY DR,938,3,80.9,80.9,2023/02/23 07:00:00+00,Collector,2023,4622
50650,LEMON ST,RURAL RD,TERRACE RD,1153,2,53.7,53.7,2023/02/23 07:00:00+00,Local,2023,4623
50660,LEMON ST,TERRACE RD,STANLEY PL,567,2,29.5,29.5,2023/02/23 07:00:00+00,Local,2023,4624
50670,LEMON ST,STANLEY PL,MARIANA DR,546,2,34.7,34.7,2023/02/23 07:00:00+00,Local,2023,4625
50680,LEMON ST,MARIANA DR,DORSEY LN,313,2,29.2,29.2,2023/02/23 07:00:00+00,Local,2023,4626
50690,LEMON ST,DEAD END,HALL ST,1117,2,69.5,69.5,2023/02/23 07:00:00+00,Local,2023,4627
50700,LEMON ST,HALL ST,UNA AV,331,2,60.8,60.8,2023/02/23 07:00:00+00,Local,2023,4628
50710,LEMON ST,UNA AV,BUTTE AV,326,2,48.7,48.7,2023/02/23 07:00:00+00,Local,2023,4629
50720,LEMON ST,BUTTE AV,VE ELLA CR,350,2,61.2,61.2,2023/02/23 07:00:00+00,Local,2023,4630
50730,DON CARLOS DR,VE ELLA CR,MCCLINTOCK DR,505,2,77.1,77.1,2023/02/23 07:00:00+00,Local,2023,4631
50740,DON CARLOS AV,MCCLINTOCK DR,CRAVER PL,863,2,27.4,27.4,2023/02/23 07:00:00+00,Collector,2023,4632
50750,DON CARLOS AV,CRAVER PL,BONNIE LN,158,2,26.6,26.6,2023/02/23 07:00:00+00,Collector,2023,4633
50760,DON CARLOS AV,BONNIE LN,STRATTON LN,181,2,39,39,2023/02/23 07:00:00+00,Collector,2023,4634
50770,DON CARLOS AV,STRATTON LN,HOLBROOK LN,475,2,43.4,43.4,2023/02/23 07:00:00+00,Collector,2023,4635
50780,DON CARLOS AV,HOLBROOK LN,HAZELTON LN,177,2,32.3,32.3,2023/02/23 07:00:00+00,Collector,2023,4636
50790,DON CARLOS AV,HAZELTON LN,SMITH RD,763,2,28.6,28.6,2023/02/23 07:00:00+00,Collector,2023,4637
50800,DON CARLOS AV,SMITH RD,RIVER DR,1311,2,47.5,47.5,2023/02/23 07:00:00+00,Collector,2023,4638
50810,HAZELTON LN,END,DON CARLOS AV,327,2,37.2,37.2,2023/02/22 07:00:00+00,Local,2023,4639
50820,HOLBROOK LN,END,DON CARLOS AV,338,2,80.2,80.2,2023/02/22 07:00:00+00,Local,2023,4640
50830,STRATTON LN,END,DON CARLOS AV,530,2,34.1,34.1,2023/02/22 07:00:00+00,Local,2023,4641
50840,BONNIE LN,END,DON CARLOS AV,459,2,31.8,31.8,2023/02/22 07:00:00+00,Local,2023,4642
50850,CRAVER PL,DON CARLOS AV,END,208,2,28,28,2023/02/22 07:00:00+00,Local,2023,4643
50860,VE ELLA CR,DON CARLOS DR,END,309,2,40.6,40.6,2023/02/23 07:00:00+00,Local,2023,4644
50870,MARIANA DR,LEMON ST,ORANGE ST,613,2,31.8,31.8,2023/02/25 07:00:00+00,Local,2023,4645
50880,MARIANA DR,ORANGE ST,END,204,2,40.2,40.2,2023/02/25 07:00:00+00,Local,2023,4646
50890,STANLEY PL,LEMON ST,ORANGE ST,707,2,32.6,32.6,2023/02/25 07:00:00+00,Local,2023,4647
50900,ORANGE ST,TERRACE RD,STANLEY PL,979,2,64.6,64.6,2023/02/25 07:00:00+00,Local,2023,4648
50910,ORANGE ST,STANLEY PL,MARIANA DR,594,2,29.8,29.8,2023/02/25 07:00:00+00,Local,2023,4649
5431,MILL AV,6TH ST,7TH ST,433,2,71.3,71.3,2023/02/22 07:00:00+00,Local,2023,4650
49170,WILSON ST,HOWE ST,11TH ST,352,2,35.6,35.6,2023/02/23 07:00:00+00,Local,2023,4651
47630,PARK LN,10TH PL,UNIVERSITY DR,1474,2,45.9,45.9,2023/02/23 07:00:00+00,Local - Industrial,2023,4652
50140,FOREST AV,14TH ST,APACHE BL,343,2,35.9,35.9,2023/02/20 07:00:00+00,Local,2023,4653
49660,11TH ST,MAPLE AV,MILL AV,367,2,44,44,2023/02/24 07:00:00+00,Local,2023,4654
50150,NORMAL LN,14TH ST,APACHE BL,371,2,31.3,31.3,2023/02/20 07:00:00+00,Local,2023,4655
47640,HOHOKAM DR,10TH PL,UNIVERSITY DR,1466,2,45,45,2023/02/23 07:00:00+00,Local - Industrial,2023,4656
51110,HALL ST,END,GARY DR,550,2,38.2,38.2,2023/02/25 07:00:00+00,Local,2023,4657
49180,WILSON ST,11TH ST,10TH ST,588,2,36.6,36.6,2023/02/23 07:00:00+00,Local,2023,4658
49670,12TH ST,ASH AV,MAPLE AV,380,2,42.7,42.7,2023/02/24 07:00:00+00,Local,2023,4659
50160,SUNSET DR,END,APACHE BL,380,2,29.7,29.7,2023/02/20 07:00:00+00,Local,2023,4660
47650,10TH ST,52ND ST,EDWARD DR,1024,2,36,36,2023/02/23 07:00:00+00,Local - Industrial,2023,4661
51120,HALL ST,GARY DR,LEMON ST,534,2,65.8,65.8,2023/02/25 07:00:00+00,Local,2023,4662
49190,WILSON ST,10TH ST,9TH ST,455,2,29.9,29.9,2023/02/23 07:00:00+00,Local,2023,4663
49680,12TH ST,MAPLE AV,MILL AV,363,2,51.1,51.1,2023/02/24 07:00:00+00,Local,2023,4664
50170,VISTA DEL CERRO,RURAL RD,JEN TILLY LN,842,2,36.6,36.6,2023/02/20 07:00:00+00,Local,2023,4665
47660,EDWARD DR,10TH PL,10TH ST,621,2,41.9,41.9,2023/02/23 07:00:00+00,Local - Industrial,2023,4666
51130,12TH ST,BUTTE AV,MCCLINTOCK DR,778,2,73.1,73.1,2023/02/23 07:00:00+00,Local,2023,4667
49200,WILSON ST,9TH ST,UNIVERSITY DR,451,2,39.4,39.4,2023/02/23 07:00:00+00,Local,2023,4668
49690,HUDSON LN,END,ASH AV,113,2,58.9,58.9,2023/02/24 07:00:00+00,Local,2023,4669
50180,VISTA DEL CERRO,JEN TILLY LN,DORSEY LN,1812,2,38,38,2023/02/20 07:00:00+00,Local,2023,4670
47670,EDWARD DR,10TH ST,UNIVERSITY DR,985,2,50.3,50.3,2023/02/23 07:00:00+00,Local - Industrial,2023,4671
51140,LEMON ST,MCCLINTOCK DR,END,514,2,53.3,53.3,2023/02/22 07:00:00+00,Local,2023,4672
49210,MCKEMY ST,13TH ST,12TH PL,269,2,28.5,28.5,2023/02/24 07:00:00+00,Local,2023,4673
49700,HUDSON LN,ASH AV,MILL AV,728,2,69.1,69.1,2023/02/24 07:00:00+00,Local,2023,4674
50190,JEN TILLY LN,BROADWAY RD,VISTA DEL CERRO,945,2,33.9,33.9,2023/02/20 07:00:00+00,Local,2023,4675
50200,SPENCE AV,RURAL RD,JEN TILLY LN,897,2,85.1,85.1,2023/02/22 07:00:00+00,Local,2023,4676
50210,SPENCE AV,JEN TILLY LN,BONARDEN LN,204,2,90.1,90.1,2023/02/22 07:00:00+00,Local,2023,4677
50220,SPENCE AV,BONARDEN LN,RITA LN,189,2,84.4,84.4,2023/02/22 07:00:00+00,Local,2023,4678
50230,SPENCE AV,RITA LN,TERRACE RD,316,2,87.3,87.3,2023/02/22 07:00:00+00,Local,2023,4679
50240,SPENCE AV,TERRACE RD,TERRACE RD,165,2,82,82,2023/02/22 07:00:00+00,Local,2023,4680
50250,SPENCE AV,TERRACE RD,STANLEY PL,309,2,84.3,84.3,2023/02/22 07:00:00+00,Local,2023,4681
50260,SPENCE AV,STANLEY PL,KENNETH PL,342,2,91,91,2023/02/22 07:00:00+00,Local,2023,4682
50270,SPENCE AV,KENNETH PL,CEDAR ST S,371,2,88.5,88.5,2023/02/22 07:00:00+00,Local,2023,4683
50280,WILLIAMS ST,CEDAR ST S,OAK ST,846,2,73.8,73.8,2023/02/22 07:00:00+00,Local,2023,4684
50290,WILLIAMS ST,OAK ST,ELM ST,558,2,73.4,73.4,2023/02/22 07:00:00+00,Local,2023,4685
50300,WILLIAMS ST,ELM ST,END,488,2,74.1,74.1,2023/02/22 07:00:00+00,Local,2023,4686
50310,CEDAR ST E,END,OAK ST,458,2,72.7,72.7,2023/02/22 07:00:00+00,Local,2023,4687
