SECTION_NUMBER,ON_STREET,FROM_STREET,TO_STREET,LENGTH,COUNT_,CURRENT_PQI,MEASURED_PQI,PQI_DATE,CLASS,YEAR,ObjectId
50320,CEDAR ST E,OAK ST,ELM ST,558,2,72.2,72.2,2023/02/22 07:00:00+00,Local,2023,4688
50330,CEDAR ST E,ELM ST,END,503,2,75,75,2023/02/22 07:00:00+00,Local,2023,4689
50340,ELM ST,CEDAR ST E,WILLIAMS ST,350,2,75.7,75.7,2023/02/22 07:00:00+00,Local,2023,4690
50350,ELM ST,WILLIAMS ST,HUDSON DR,355,2,75.5,75.5,2023/02/22 07:00:00+00,Local,2023,4691
50360,ELM ST,HUDSON DR,APACHE BL,433,2,71.9,71.9,2023/02/22 07:00:00+00,Local,2023,4692
50370,UNA-BUTTE AV,APACHE BL,UNA-BUTTE AV,398,2,62.6,62.6,2023/02/23 07:00:00+00,Local,2023,4693
50380,OAK ST,CEDAR ST E,WILLIAMS ST,356,2,72.4,72.4,2023/02/22 07:00:00+00,Local,2023,4694
50390,OAK ST,WILLIAMS ST,HUDSON DR,350,2,74.4,74.4,2023/02/22 07:00:00+00,Local,2023,4695
50400,OAK ST,HUDSON DR,APACHE BL,426,2,61.7,61.7,2023/02/22 07:00:00+00,Local,2023,4696
50410,HUDSON DR,CEDAR ST S,OAK ST,868,2,75.1,75.1,2023/02/22 07:00:00+00,Local,2023,4697
50420,HUDSON DR,OAK ST,ELM ST,553,2,72.7,72.7,2023/02/22 07:00:00+00,Local,2023,4698
50430,HUDSON DR,ELM ST,END,496,2,70,70,2023/02/22 07:00:00+00,Local,2023,4699
50440,15TH ST,END,JEN TILLY LN,333,2,78.6,78.6,2023/02/22 07:00:00+00,Local,2023,4700
49220,12TH PL,MCKEMY ST,JUDD ST,793,2,38.2,38.2,2023/02/24 07:00:00+00,Local,2023,4701
49710,14TH ST,MILL AV,FOREST AV,838,2,79.3,79.3,2023/02/24 07:00:00+00,Local,2023,4702
51150,RANDALL DR,MCCLINTOCK DR,END,596,2,54.5,54.5,2023/02/22 07:00:00+00,Local,2023,4703
49230,JUDD ST,13TH ST,12TH PL,228,2,50.8,50.8,2023/02/24 07:00:00+00,Local,2023,4704
49720,14TH ST,FOREST AV,COLLEGE AV,653,2,82.9,82.9,2023/02/24 07:00:00+00,Local,2023,4705
51160,HAYDEN LN,MCCLINTOCK DR,KENWOOD CR,2301,2,30.3,30.3,2023/02/22 07:00:00+00,Local,2023,4706
49240,JUDD ST,12TH PL,12TH ST,318,2,39.8,39.8,2023/02/24 07:00:00+00,Local,2023,4707
49730,14TH ST,COLLEGE AV,NORMAL LN,652,2,84.5,84.5,2023/02/24 07:00:00+00,Local,2023,4708
51170,10TH ST,KENWOOD CR,SMITH RD,347,2,35.2,35.2,2023/02/22 07:00:00+00,Local,2023,4709
49250,JUDD ST,12TH ST,HOWE ST,280,2,35.1,35.1,2023/02/24 07:00:00+00,Local,2023,4710
49740,14TH ST,NORMAL LN,MCALLISTER AV,643,2,83.4,83.4,2023/02/24 07:00:00+00,Local,2023,4711
51180,10TH ST,SMITH RD,RIVER DR,1321,2,50.8,50.8,2023/02/22 07:00:00+00,Local,2023,4712
49260,JUDD ST,HOWE ST,11TH ST,350,2,29.3,29.3,2023/02/24 07:00:00+00,Local,2023,4713
5361,MILL AV,13TH ST,14TH ST,462,2,56.3,56.3,2023/02/23 07:00:00+00,Local,2023,4714
47680,ELNA RAE ST,END,PRIEST DR,699,2,37.2,37.2,2023/02/23 07:00:00+00,Local - Industrial,2023,4715
51190,KENWOOD CR,END,10TH ST,220,2,51.1,51.1,2023/02/22 07:00:00+00,Local,2023,4716
49270,JUDD ST,11TH ST,10TH ST,314,2,31.9,31.9,2023/02/24 07:00:00+00,Local,2023,4717
47690,ELNA RAE ST,PRIEST DR,MARGO DR,678,2,35.9,35.9,2023/02/25 07:00:00+00,Local,2023,4718
49760,ASH AV,13TH ST,12TH ST,543,2,56.9,56.9,2023/02/23 07:00:00+00,Local,2023,4719
51200,CENTER LN,MCCLINTOCK DR,ACAPULCO DR,203,2,30,30,2023/02/22 07:00:00+00,Local,2023,4720
49280,PARKSIDE DR,HOWE ST,10TH PL,502,2,38.1,38.1,2023/02/24 07:00:00+00,Local,2023,4721
47700,ELNA RAE ST,MARGO DR,BECK AV,635,2,46.4,46.4,2023/02/25 07:00:00+00,Local,2023,4722
49770,ASH AV,12TH ST,11TH ST,516,2,54.5,54.5,2023/02/23 07:00:00+00,Local,2023,4723
51210,ACAPULCO DR,CENTER LN,KIRKLAND LN,295,2,33.5,33.5,2023/02/22 07:00:00+00,Local,2023,4724
49290,10TH PL,PARKSIDE DR,HARDY DR,303,2,39.8,39.8,2023/02/24 07:00:00+00,Local,2023,4725
47710,ELNA RAE ST,BECK AV,HARDY DR,1329,2,50.5,50.5,2023/02/25 07:00:00+00,Local,2023,4726
49780,ASH AV,11TH ST,10TH ST,530,2,61,61,2023/02/23 07:00:00+00,Local,2023,4727
51220,KIRKLAND LN,ACAPULCO DR,CASITAS DR,296,2,42.6,42.6,2023/02/22 07:00:00+00,Local,2023,4728
49300,10TH ST,HARDY DR,MCKEMY ST,688,2,40,40,2023/02/24 07:00:00+00,Local,2023,4729
47720,ELNA RAE ST,HARDY DR,MCKEMY ST,708,2,33,33,2023/02/24 07:00:00+00,Local,2023,4730
49790,ASH AV,10TH ST,9TH ST,515,2,66.4,66.4,2023/02/23 07:00:00+00,Local,2023,4731
51230,KIRKLAND LN,CASITAS DR,HACIENDA DR,319,2,42,42,2023/02/22 07:00:00+00,Local,2023,4732
51240,HACIENDA DR,KIRKLAND LN,UNIVERSITY DR,666,2,37.6,37.6,2023/02/22 07:00:00+00,Local,2023,4733
51250,HACIENDA DR,UNIVERSITY DR,6TH ST,1081,2,52.5,52.5,2023/02/25 07:00:00+00,Local - Industrial,2023,4734
51260,6TH ST,WEST END,HACIENDA DR,675,2,41.5,41.5,2023/02/25 07:00:00+00,Local - Industrial,2023,4735
51270,6TH ST,HACIENDA DR,PERRY LN,412,2,47.1,47.1,2023/02/25 07:00:00+00,Local - Industrial,2023,4736
51280,CASITAS DR,KIRKLAND LN,UNIVERSITY DR,690,2,51.4,51.4,2023/02/22 07:00:00+00,Local,2023,4737
51290,MELODY LN,SOUTH END,UNIVERSITY DR,439,2,62.2,62.2,2023/02/22 07:00:00+00,Local,2023,4738
51300,PERRY LN,UNIVERSITY DR,6TH ST,1064,2,61.2,61.2,2023/02/25 07:00:00+00,Local - Industrial,2023,4739
51310,PERRY LN,6TH ST,5TH ST,245,2,38.7,38.7,2023/02/25 07:00:00+00,Local - Industrial,2023,4740
51320,PERRY LN,5TH ST,3RD ST,643,2,41.7,41.7,2023/02/25 07:00:00+00,Local - Industrial,2023,4741
51330,PERRY LN,3RD ST,RIO SALADO PKWY,653,2,68.6,68.6,2023/02/25 07:00:00+00,Local - Industrial,2023,4742
51340,INDUSTRIAL DR,3RD ST,RIO SALADO PKWY,657,2,57.5,57.5,2023/02/25 07:00:00+00,Local - Industrial,2023,4743
51350,3RD ST,MCCLINTOCK DR,INDUSTRIAL DR,849,2,56.1,56.1,2023/02/25 07:00:00+00,Local - Industrial,2023,4744
51360,3RD ST,INDUSTRIAL DR,PERRY LN,451,2,44.2,44.2,2023/02/25 07:00:00+00,Local - Industrial,2023,4745
51370,3RD ST,PERRY LN,SMITH RD,1310,2,44.4,44.4,2023/02/25 07:00:00+00,Local - Industrial,2023,4746
51380,SMITH RD,APACHE BL,LEMON ST,333,2,33.9,33.9,2023/02/22 07:00:00+00,Collector,2023,4747
51390,SMITH RD,LEMON ST,HOWE AV,297,2,34.2,34.2,2023/02/22 07:00:00+00,Collector,2023,4748
51400,SMITH RD,HOWE AV,DON CARLOS AV,342,2,38.3,38.3,2023/02/22 07:00:00+00,Collector,2023,4749
47730,18TH ST,PRIEST DR,CUTLER DR,741,2,42,42,2023/02/23 07:00:00+00,Local,2023,4750
47740,16TH ST,PRIEST DR,POLLEY ANN DR,876,2,67.4,67.4,2023/02/24 07:00:00+00,Local,2023,4751
49310,10TH ST,MCKEMY ST,JUDD ST,424,2,34.7,34.7,2023/02/24 07:00:00+00,Local,2023,4752
47750,16TH ST,POLLEY ANN DR,BECK AV,577,2,59.3,59.3,2023/02/24 07:00:00+00,Local,2023,4753
49320,10TH ST,JUDD ST,MITCHELL DR,188,2,37.1,37.1,2023/02/24 07:00:00+00,Local,2023,4754
47760,16TH ST,BECK AV,ROBERTS DR,536,2,60.5,60.5,2023/02/24 07:00:00+00,Local,2023,4755
49330,HOWE ST,PARKSIDE DR,HARDY DR,340,2,38.4,38.4,2023/02/24 07:00:00+00,Local,2023,4756
47770,16TH ST,ROBERTS DR,PARKSIDE DR,339,2,62.5,62.5,2023/02/24 07:00:00+00,Local,2023,4757
49340,HOWE ST,HARDY DR,MCKEMY ST,664,2,49.7,49.7,2023/02/24 07:00:00+00,Local,2023,4758
47780,16TH ST,PARKSIDE DR,HARDY DR,399,2,54.4,54.4,2023/02/24 07:00:00+00,Local,2023,4759
49350,HOWE ST,MCKEMY ST,JUDD ST,449,2,33.8,33.8,2023/02/24 07:00:00+00,Local,2023,4760
47790,16TH ST,HARDY DR,MARILYN ANN DR,567,2,52.3,52.3,2023/02/24 07:00:00+00,Local,2023,4761
49360,HOWE ST,JUDD ST,ROOSEVELT ST,399,2,34.1,34.1,2023/02/24 07:00:00+00,Local,2023,4762
47800,16TH ST,MARILYN ANN DR,15TH ST,242,2,42.3,42.3,2023/02/24 07:00:00+00,Local,2023,4763
49370,HOWE ST,ROOSEVELT ST,WILSON ST,461,2,38.6,38.6,2023/02/24 07:00:00+00,Local,2023,4764
47810,16TH ST,15TH ST,ROOSEVELT ST,704,2,42.5,42.5,2023/02/24 07:00:00+00,Local,2023,4765
49380,HOWE ST,WILSON ST,FARMER AV,471,2,33.3,33.3,2023/02/24 07:00:00+00,Local,2023,4766
47820,16TH ST,ROOSEVELT ST,WILSON ST,830,2,73.3,73.3,2023/02/24 07:00:00+00,Local,2023,4767
49390,MCKEMY ST,HOWE ST,11TH ST,281,2,28,28,2023/02/24 07:00:00+00,Local,2023,4768
47830,WILSON ST,16TH ST,15TH ST,254,2,72.4,72.4,2023/02/24 07:00:00+00,Local,2023,4769
49400,MCKEMY ST,11TH ST,11TH ST,104,2,29.5,29.5,2023/02/24 07:00:00+00,Local,2023,4770
47840,WILSON ST,15TH ST,PARKWAY BL,277,2,72.4,72.4,2023/02/24 07:00:00+00,Local,2023,4771
49410,MCKEMY ST,11TH ST,10TH ST,174,2,25.6,25.6,2023/02/24 07:00:00+00,Local,2023,4772
47850,PARKSIDE DR,END,16TH ST,360,2,62.7,62.7,2023/02/25 07:00:00+00,Local,2023,4773
49420,MCKEMY ST,10TH ST,10TH ST,89,2,26.9,26.9,2023/02/24 07:00:00+00,Local,2023,4774
47860,15TH ST,PRIEST DR,POLLEY ANN DR,875,2,50.4,50.4,2023/02/23 07:00:00+00,Local,2023,4775
49430,MCKEMY ST,10TH ST,ELNA RAE ST,198,2,29.6,29.6,2023/02/24 07:00:00+00,Local,2023,4776
47870,15TH ST,POLLEY ANN DR,ENDDDDDDDD,349,2,37.1,37.1,2023/02/23 07:00:00+00,Local,2023,4777
49440,MCKEMY ST,ELNA RAE ST,LAIRD ST,282,2,34,34,2023/02/24 07:00:00+00,Local,2023,4778
47880,DARROW DR,13TH ST,13TH PL,260,2,45,45,2023/02/20 07:00:00+00,Local,2023,4779
49450,MCKEMY ST,LAIRD ST,9TH ST,280,2,30.5,30.5,2023/02/24 07:00:00+00,Local,2023,4780
49800,ASH AV,9TH ST,UNIVERSITY DR,503,2,65.9,65.9,2023/02/23 07:00:00+00,Local,2023,4781
49460,MCKEMY ST,9TH ST,9TH ST,130,2,31.2,31.2,2023/02/24 07:00:00+00,Local,2023,4782
49810,ASH AV,UNIVERSITY DR,5TH ST,1369,3,88.5,88.5,2023/02/25 07:00:00+00,Local,2023,4783
49470,MCKEMY ST,9TH ST,UNIVERSITY DR,288,2,34.3,34.3,2023/02/24 07:00:00+00,Local,2023,4784
49820,ASH ST,5TH ST,3RD ST,804,3,87.8,87.8,2023/02/25 07:00:00+00,Local,2023,4785
49830,ASH ST,3RD ST,RIO SALADO PARKWAY,683,3,78.4,78.4,2023/02/25 07:00:00+00,Local,2023,4786
49840,MAPLE AV,13TH ST,12TH ST,519,2,56.9,56.9,2023/02/23 07:00:00+00,Local,2023,4787
49850,MAPLE AV,12TH ST,11TH ST,524,2,52.2,52.2,2023/02/23 07:00:00+00,Local,2023,4788
49860,MAPLE AV,11TH ST,10TH ST,525,2,65.2,65.2,2023/02/23 07:00:00+00,Local,2023,4789
49870,MAPLE AV,10TH ST,9TH ST,522,2,45.5,45.5,2023/02/23 07:00:00+00,Local,2023,4790
49880,MAPLE AV,9TH ST,UNIVERSITY DR,552,2,38.1,38.1,2023/02/23 07:00:00+00,Local,2023,4791
49890,BONITA WY,MILL AV,VISTA DEL CERRO DR,160,2,70.8,70.8,2023/02/20 07:00:00+00,Local,2023,4792
49900,BONITA WY,VISTA DEL CERRO DR,ENCANTO DR,316,2,71.9,71.9,2023/02/20 07:00:00+00,Local,2023,4793
49910,BONITA WY,ENCANTO DR,ENCANTO DR,1035,2,73.2,73.2,2023/02/20 07:00:00+00,Local,2023,4794
5371,MILL AV,12TH ST,13TH ST,543,2,40.5,71.9,2014/01/27 07:00:00+00,Local,2014,4795
49920,VISTA DEL CERRO DR,ENCANTO DR,BONITA WY,1758,2,71.5,71.5,2023/02/20 07:00:00+00,Local,2023,4796
49930,ENCANTO DR,BROADWAY RD,BONITA WY,403,2,50.1,50.1,2023/02/20 07:00:00+00,Local,2023,4797
49940,ENCANTO DR,BONITA WY,BONITA WY,904,2,73.4,73.4,2023/02/20 07:00:00+00,Local,2023,4798
49950,ENCANTO DR,BONITA WY,COLLEGE AV,340,2,70.2,70.2,2023/02/20 07:00:00+00,Local,2023,4799
49960,S COLLEGE AV,ENCANTO DR,COLLEGE AV,473,2,52.6,52.6,2023/02/20 07:00:00+00,Collector,2023,4800
52060,MACARTHUR DR,GEORGE DR,LEBANON LN,366,2,54.4,54.4,2023/02/26 07:00:00+00,Collector,2023,4801
52070,MACARTHUR DR,LEBANON LN,EVERGREEN RD,921,2,48.2,48.2,2023/02/26 07:00:00+00,Collector,2023,4802
54940,CONTINENTAL DR,MCALLISTER AV,SARATOGA ST,740,3,45.7,45.7,2023/02/25 07:00:00+00,Local,2023,4803
52080,COTTONWOOD DR,MACARTHUR DR,DON CARLOS AV,282,2,35.8,35.8,2023/02/25 07:00:00+00,Local,2023,4804
54950,CONTINENTAL DR,SARATOGA ST,SCOTTSDALE RD,584,3,30.7,30.7,2023/02/25 07:00:00+00,Local,2023,4805
52090,DON CARLOS AV,S PRICE RD,COTTONWOOD DR,220,2,34.7,34.7,2023/02/26 07:00:00+00,Local,2023,4806
54960,MCALLISTER AV,MCKELLIPS RD,PAPAGO DR,797,2,57.1,57.1,2023/02/25 07:00:00+00,Local,2023,4807
52100,DON CARLOS AV,COTTONWOOD DR,GEORGE DR,754,2,41.8,41.8,2023/02/26 07:00:00+00,Local,2023,4808
54970,VALERIE DR,COLLEGE AV,EL CAMINO DR,193,2,61.9,61.9,2023/02/24 07:00:00+00,Local,2023,4809
52110,GEORGE DR,MACARTHUR DR,DON CARLOS AV,283,2,75.2,75.2,2023/02/25 07:00:00+00,Local,2023,4810
54980,VALERIE DR,EL CAMINO DR,LA ROSA DR,312,2,74.3,74.3,2023/02/24 07:00:00+00,Local,2023,4811
52840,3RD ST,52ND ST,LINDON LN,1353,2,39.5,39.5,2023/02/17 07:00:00+00,Local - Industrial,2023,4812
52120,GEORGE DR,DON CARLOS AV,VICTORY DR,370,2,81.1,81.1,2023/02/25 07:00:00+00,Local,2023,4813
54990,VALERIE DR,LA ROSA DR,BARBARA DR,298,2,81.1,81.1,2023/02/24 07:00:00+00,Local,2023,4814
54320,PAPAGO DR,PAPAGO CI S,TAYLOR ST,282,2,55.9,55.9,2023/04/28 07:00:00+00,Local,2023,4815
51410,SMITH RD,DON CARLOS AV,ORANGE ST,320,2,35.1,35.1,2023/02/22 07:00:00+00,Collector,2023,4816
55440,HANCOCK AV,SAGUARO DR,DATE DR,232,2,81.6,81.6,2023/02/24 07:00:00+00,Local,2023,4817
52850,3RD ST,LINDON LN,LINDON LN,186,2,34.4,34.4,2023/02/17 07:00:00+00,Local - Industrial,2023,4818
52130,GEORGE DR,VICTORY DR,RANDALL DR,363,2,64.3,64.3,2023/02/25 07:00:00+00,Local,2023,4819
53350,MARGO DR,7TH ST,7TH PL,262,2,24.3,24.3,2023/02/24 07:00:00+00,Local,2023,4820
55000,LA ROSA DR,BARBARA DR,SUSAN LN,283,2,77.3,77.3,2023/02/24 07:00:00+00,Local,2023,4821
54330,PAPAGO DR,TAYLOR ST,PAPAGO CI N,275,2,69.2,69.2,2023/04/28 07:00:00+00,Local,2023,4822
53850,7TH ST,FOREST AV,COLLEGE AV,520,2,56.5,56.5,2023/02/25 07:00:00+00,Local,2023,4823
51420,SMITH RD,ORANGE ST,10TH ST,254,2,34.9,34.9,2023/02/22 07:00:00+00,Collector,2023,4824
55450,HANCOCK AV,DATE DR,SUNSET DR,450,2,90.1,90.1,2023/02/24 07:00:00+00,Local,2023,4825
52860,3RD ST,LINDON LN,PRIEST DR,1115,2,40.8,40.8,2023/02/17 07:00:00+00,Local - Industrial,2023,4826
52140,GEORGE DR,RANDALL DR,MARYLAND DR,306,2,52.5,52.5,2023/02/25 07:00:00+00,Local,2023,4827
53360,7TH PL,MARGO DR,STARLEY DR,354,2,28.3,28.3,2023/02/24 07:00:00+00,Local,2023,4828
55010,LA ROSA DR,SUSAN LN,MARIGOLD LN,345,2,84.9,84.9,2023/02/24 07:00:00+00,Local,2023,4829
54340,PAPAGO DR,PAPAGO CI N,FILLMORE ST,545,2,76.8,76.8,2023/04/28 07:00:00+00,Local,2023,4830
53860,6TH ST,MILL AV,END,399,2,59.9,59.9,2023/02/25 07:00:00+00,Local,2023,4831
51430,SMITH RD,10TH ST,UNIVERSITY DR,1087,2,68.3,68.3,2023/02/22 07:00:00+00,Collector,2023,4832
55460,HANCOCK AV,SUNSET DR,SCOTTSDALE RD,410,2,77.5,77.5,2023/02/24 07:00:00+00,Local,2023,4833
52870,3RD ST,PRIEST DR,BECK AV,1315,2,80.6,80.6,2023/02/17 07:00:00+00,Local,2023,4834
52150,GEORGE DR,MARYLAND DR,LAIRD ST,324,2,37.9,37.9,2023/02/25 07:00:00+00,Local,2023,4835
53370,DARROW DR,END,7TH ST,292,2,25.2,25.2,2023/02/24 07:00:00+00,Local,2023,4836
55020,LA ROSA DR,MARIGOLD LN,LILAC DR,290,2,83.8,83.8,2023/02/24 07:00:00+00,Local,2023,4837
54350,PAPAGO DR,FILLMORE ST,PIERCE ST,270,2,78.5,78.5,2023/04/28 07:00:00+00,Local,2023,4838
53870,6TH ST,END,FOREST AV,254,2,57.9,57.9,2023/02/25 07:00:00+00,Local,2023,4839
51440,SMITH RD,UNIVERSITY DR,5TH ST,1309,3,78.7,78.7,2023/02/22 07:00:00+00,Local - Industrial,2023,4840
55470,DATE DR,HANCOCK AV,END,331,2,91.3,91.3,2023/02/24 07:00:00+00,Local,2023,4841
52880,LINDON LN,UNIVERSITY DR,7TH PL,283,2,29,29,2023/02/17 07:00:00+00,Local,2023,4842
52160,GEORGE DR,LAIRD ST,UNIVERSITY DR,362,2,54.5,54.5,2023/02/25 07:00:00+00,Local,2023,4843
53380,7TH ST,6TH ST,DARROW DR,264,2,34.1,34.1,2023/02/24 07:00:00+00,Local,2023,4844
55030,LA ROSA DR,LILAC DR,LARKSPUR DR,302,2,85.5,85.5,2023/02/24 07:00:00+00,Local,2023,4845
54360,PAPAGO DR,PIERCE ST,MCKINLEY ST,259,2,71.1,71.1,2023/04/28 07:00:00+00,Local,2023,4846
54370,PAPAGO DR,MCKINLEY ST,GARFIELD ST,390,2,66.4,66.4,2023/04/28 07:00:00+00,Local,2023,4847
54380,GARFIELD ST,PAPAGO DR,MYRTLE AV,331,2,70.8,70.8,2023/04/28 07:00:00+00,Local,2023,4848
54390,GARFIELD ST,MYRTLE AV,FOREST AV,451,2,63.2,63.2,2023/04/28 07:00:00+00,Local,2023,4849
54400,GARFIELD ST,FOREST AV,COLLEGE AV,474,2,68,68,2023/04/28 07:00:00+00,Local,2023,4850
54410,GARFIELD ST,COLLEGE AV,MCALLISTER AV,1334,2,69.3,69.3,2023/02/25 07:00:00+00,Local,2023,4851
54420,PAPAGO CI N,PAPAGO DR,END,162,2,76.9,76.9,2023/04/28 07:00:00+00,Local,2023,4852
54430,PAPAGO CI S,PAPAGO DR,END,145,2,51.1,51.1,2023/04/28 07:00:00+00,Local,2023,4853
54440,TAYLOR ST,PAPAGO DR,COLLEGE AV,708,2,63.8,63.8,2023/04/28 07:00:00+00,Local,2023,4854
54450,TAYLOR ST,COLLEGE AV,VAN NESS AV,1083,2,55.9,55.9,2023/02/25 07:00:00+00,Local,2023,4855
54460,TAYLOR ST,VAN NESS AV,SUNSET DR,1182,2,70.1,70.1,2023/02/25 07:00:00+00,Local,2023,4856
54470,SUNSET DR,TAYLOR ST,PAPAGO DR,241,2,37.3,37.3,2023/02/25 07:00:00+00,Local,2023,4857
54480,FILLMORE ST,PAPAGO DR,COLLEGE AV,1194,2,75.2,75.2,2023/04/28 07:00:00+00,Local,2023,4858
54490,FILLMORE ST,COLLEGE AV,VAN NESS AV,1064,2,75.5,75.5,2023/02/25 07:00:00+00,Local,2023,4859
54500,FILLMORE ST,VAN NESS AV,MCALLISTER AV,267,2,65.2,65.2,2023/02/25 07:00:00+00,Local,2023,4860
54510,FILLMORE ST,MCALLISTER AV,CHAMPLAIN AV,369,2,46.5,46.5,2023/02/25 07:00:00+00,Local,2023,4861
54520,FILLMORE ST,CHAMPLAIN AV,SCOTTSDALE RD,940,2,42.9,42.9,2023/02/25 07:00:00+00,Local,2023,4862
54530,PIERCE ST,PAPAGO DR,COLLEGE AV,1187,2,73.7,73.7,2023/04/28 07:00:00+00,Local,2023,4863
54540,PIERCE ST,COLLEGE AV,MCALLISTER AV,1339,2,66.4,66.4,2023/02/25 07:00:00+00,Local,2023,4864
54550,MCKINLEY ST,PAPAGO DR,MCKINLEY CI,272,2,63.3,63.3,2023/04/28 07:00:00+00,Local,2023,4865
54560,MCKINLEY ST,MCKINLEY CI,COLLEGE AV,925,2,72.5,72.5,2023/04/28 07:00:00+00,Local,2023,4866
54570,MCKINLEY ST,COLLEGE AV,MCALLISTER AV,1335,2,58.6,58.6,2023/02/25 07:00:00+00,Local,2023,4867
54580,MCKINLEY CI,MCKINLEY ST,END,147,2,52.6,52.6,2023/04/28 07:00:00+00,Local,2023,4868
54590,MYRTLE AV,GARFIELD ST,CONTINENTAL DR,414,2,54.6,54.6,2023/04/28 07:00:00+00,Local,2023,4869
54600,FOREST AV,GARFIELD ST,FOREST CI,257,2,57.7,57.7,2023/04/28 07:00:00+00,Local,2023,4870
54610,FOREST AV,FOREST CI,CONTINENTAL DR,281,2,55.8,55.8,2023/04/28 07:00:00+00,Local,2023,4871
54620,FOREST CI,END,FOREST AV,166,2,45.7,45.7,2023/04/28 07:00:00+00,Local,2023,4872
54630,BEATRYCE ST,COLLEGE AV,MCALLISTER AV,1336,2,71.2,71.2,2023/02/25 07:00:00+00,Local,2023,4873
54720,PAPAGO DR,COLLEGE AV,NORMAL AV,819,2,59.8,59.8,2023/02/25 07:00:00+00,Local,2023,4874
54730,PAPAGO DR,NORMAL AV,VAN NESS AV,264,2,54.8,54.8,2023/02/25 07:00:00+00,Local,2023,4875
54740,PAPAGO DR,VAN NESS AV,MCALLISTER AV,258,2,46.9,46.9,2023/02/25 07:00:00+00,Local,2023,4876
54750,PAPAGO DR,MCALLISTER AV,SUNSET DR,936,2,67.3,67.3,2023/02/25 07:00:00+00,Local,2023,4877
54760,PAPAGO DR,SUNSET DR,SCOTTSDALE RD,378,2,45.1,45.1,2023/02/25 07:00:00+00,Local,2023,4878
54770,NORMAL AV,MCKELLIPS RD,PAPAGO DR,800,2,69.2,69.2,2023/02/25 07:00:00+00,Local,2023,4879
54780,VAN NESS AV,MCKELLIPS RD,PAPAGO DR,789,2,56.5,56.5,2023/02/25 07:00:00+00,Local,2023,4880
54790,VAN NESS AV,PAPAGO DR,TAYLOR ST,256,2,51.3,51.3,2023/02/25 07:00:00+00,Local,2023,4881
54800,VAN NESS AV,TAYLOR ST,FILLMORE ST,278,2,53,53,2023/02/25 07:00:00+00,Local,2023,4882
54810,MCALLISTER AV,FILLMORE ST,PIERCE ST,271,2,73.1,73.1,2023/02/25 07:00:00+00,Local,2023,4883
54820,MCALLISTER AV,PIERCE ST,MCKINLEY ST,261,2,65.1,65.1,2023/02/25 07:00:00+00,Local,2023,4884
54830,MCALLISTER AV,MCKINLEY ST,GARFIELD ST,263,2,77.3,77.3,2023/02/25 07:00:00+00,Local,2023,4885
54840,MCALLISTER AV,GARFIELD ST,BEATRYCE ST,254,2,69.6,69.6,2023/02/25 07:00:00+00,Local,2023,4886
54850,MCALLISTER AV,BEATRYCE ST,CONTINENTAL DR,273,2,72.8,72.8,2023/02/25 07:00:00+00,Local,2023,4887
54900,CONTINENTAL DR,END,MYRTLE AV,486,2,68.7,68.7,2023/02/25 07:00:00+00,Local,2023,4888
54910,CONTINENTAL DR,MYRTLE AV,FOREST AV,422,2,76.9,76.9,2023/02/25 07:00:00+00,Local,2023,4889
54920,CONTINENTAL DR,FOREST AV,COLLEGE AV,467,2,74.7,74.7,2023/02/25 07:00:00+00,Local,2023,4890
54930,CONTINENTAL DR,COLLEGE AV,MCALLISTER AV,1328,3,53.9,53.9,2023/02/25 07:00:00+00,Local,2023,4891
52170,VICTORY DR,PRICE (N),GEORGE DR,947,2,33,33,2023/02/25 07:00:00+00,Local,2023,4892
53880,6TH ST,FOREST AV,COLLEGE AV,517,2,58.4,58.4,2023/02/25 07:00:00+00,Local,2023,4893
52890,LINDON LN,7TH PL,7TH ST,258,2,73.2,73.2,2023/02/17 07:00:00+00,Local,2023,4894
53390,7TH ST,DARROW DR,MARGO DR,265,2,33.5,33.5,2023/02/24 07:00:00+00,Local,2023,4895
52180,VICTORY DR,GEORGE DR,LEBANON LN,354,2,50.2,50.2,2023/02/25 07:00:00+00,Local,2023,4896
55040,LA ROSA DR,LARKSPUR DR,BLUEBELL LN,362,2,84.6,84.6,2023/02/24 07:00:00+00,Local,2023,4897
53890,MYRTLE AV,UNIVERSITY DR,7TH ST,447,2,69.9,69.9,2023/02/25 07:00:00+00,Local,2023,4898
52900,LINDON LN,7TH ST,6TH ST,262,2,72.7,72.7,2023/02/17 07:00:00+00,Local,2023,4899
52910,LINDON LN,6TH ST,5TH PL,253,2,71.5,71.5,2023/02/17 07:00:00+00,Local,2023,4900
52920,LINDON LN,5TH PL,5TH ST,262,2,46.5,46.5,2023/02/17 07:00:00+00,Local,2023,4901
52930,5TH ST,LINDON LN,ALBERT AV,763,2,43.8,43.8,2023/02/17 07:00:00+00,Local,2023,4902
52940,5TH ST,ALBERT AV,ERNIE PL,258,2,56.9,56.9,2023/02/17 07:00:00+00,Local,2023,4903
52950,5TH ST,ERNIE PL,PRIEST DR,272,2,57.7,57.7,2023/02/17 07:00:00+00,Local,2023,4904
52960,5TH ST,PRIEST DR,MARGO DR,803,2,68.6,68.6,2023/02/17 07:00:00+00,Collector,2023,4905
52970,5TH ST,MARGO DR,BECK AV,529,2,62.3,62.3,2023/02/17 07:00:00+00,Collector,2023,4906
52980,5TH ST,BECK AV,TERRY LN,254,2,69.4,69.4,2023/02/17 07:00:00+00,Collector,2023,4907
